Geography,No income,R 1 - R 400,R 401 - R 800,R 801 - R 1 600,R 1 601 - R 3 200,R 3 201 - R 6 400,R 6 401 - R 12 800,R 12 801 - R 25 600,R 25 601 - R 51 200,R 51 201 - R 102 400,R 102 401 - R 204 800,R 204 801 or more,Unspecified,Not applicable
21204015: Ward 15,40.5866373,27.6380537,4.0161845,18.9071168,3.1222259,1.5772213,1.0979369,0.5699887,0.0589641,0,0.0415559,0.0194025,2.3647123,0
21204016: Ward 16,42.0397185,27.1148557,5.0177859,17.3782509,3.5306261,1.3905653,0.9338804,0.3842451,0.1346696,0,0.01449,0.0145745,2.046338,0
21204017: Ward 17,30.424137,15.1968999,3.3592356,14.2253811,6.2994764,5.7624028,7.5582604,4.5109697,1.1991602,0.3212731,0.281696,0.1495784,3.8565848,6.8549446
21204018: Ward 18,38.0616017,29.4862254,6.3637077,18.9004002,1.9728048,1.1247633,0.6486776,0.1405475,0.1755716,0.0197599,0,0.0205418,3.0853984,0
21204019: Ward 19,36.3418414,32.38127,4.5898824,19.5097896,1.7302894,0.6311999,0.9700734,0.3459793,0.1031897,0,0,0,3.1662611,0.2302238
21204020: Ward 20,43.2511003,29.089195,4.4745767,13.2914221,3.6845833,1.5156876,0.9411985,0.4554022,0.1293353,0.017852,0.0187262,0.0173371,3.1135837,0
21206001: Ward 1,41.0078117,27.2893171,3.7095268,20.0863754,1.3635137,1.0890557,0.6263484,0.4768776,0.1222582,0.0215817,0,0.0405549,4.1667786,0
21206002: Ward 2,41.8265073,21.0802066,4.2718324,17.7490002,3.278735,2.2164224,1.3934773,0.2896201,0.1736522,0.0402094,0.0201047,0.0186133,7.4403946,0.2012245
21206003: Ward 3,37.3488231,30.5902274,3.8322679,22.3071588,1.3550182,1.0527162,0.5579402,0.2964045,0.1180172,0.0196038,0,0.0592058,2.4626168,0
21206004: Ward 4,42.9752285,22.6356812,4.8390002,19.8774822,1.340663,0.6604443,0.4587597,0.3047157,0.1874613,0,0,0.0215661,6.6989978,0
21206005: Ward 5,37.9577607,28.6865556,4.9997637,22.0110302,2.0024028,1.2954228,0.5211859,0.5153202,0.1341386,0.0197676,0.0772249,0.0188448,1.7605822,0
21206006: Ward 6,37.9931988,27.3240965,3.4133437,24.2909199,1.5101049,1.3479166,0.9495065,0.4360069,0.06565,0,0,0.0646025,2.5672236,0.03743
21206007: Ward 7,38.0651865,21.4035087,4.5644408,19.6949231,2.2694571,2.4135619,2.2063151,0.7262018,0.2098571,0.0570506,0.0377803,0,8.351717,0
21206008: Ward 8,24.3011822,38.3688246,5.7541484,24.5488529,2.4172254,1.1066776,0.9413243,0.2946918,0.0205948,0,0.022245,0.042413,2.1818201,0
21206009: Ward 9,22.9481992,40.7184795,4.4779502,23.3120597,2.1272357,1.1471789,0.7259817,0.3048349,0.070491,0,0.0233405,0.0244834,2.8945125,1.2252528
21206010: Ward 10,41.5638168,21.0202147,3.3665495,12.2862891,3.7070966,3.4580792,3.7800909,1.3979776,0.2494716,0.0474189,0.0455894,0.068531,4.4592303,4.5496445
21206011: Ward 11,37.99802,29.0245033,4.6797427,20.3305713,1.9483226,1.4452493,1.0748033,0.5560935,0.1856817,0,0.0184343,0,2.0176112,0.7209669
21206012: Ward 12,37.6847846,28.6651714,3.3537904,21.0147243,1.9763801,1.0792273,0.7938326,0.3806815,0.1422085,0,0,0.0232087,3.1714765,1.7145142
21206013: Ward 13,38.1286104,28.7943331,3.4219505,23.1433469,1.6567627,0.8451312,0.6798748,0.4201269,0.0597489,0,0.0192129,0.0597489,2.7711528,0
21207001: Ward 1,34.7810874,31.766355,2.2932699,24.3622222,1.2338747,0.702639,0.629405,0.3588711,0.1164803,0,0.0485736,0,3.7072218,0
21207002: Ward 2,41.3449798,25.9403628,2.1080892,19.3919064,1.7423872,1.2676335,1.3468108,0.7206024,0.1407601,0,0,0.0393905,5.9570773,0
21207003: Ward 3,44.7938715,26.2060309,2.973505,15.1682086,2.4789665,1.4850299,1.7557063,0.5622564,0.0632339,0.0200777,0.0197965,0,4.0533038,0.420013
21207004: Ward 4,39.7089284,23.488589,3.5091172,14.7317432,2.8847324,2.1119575,3.0891475,1.8932011,0.5366475,0.0882817,0.0450552,0.0879353,7.0873544,0.7373095
21207005: Ward 5,40.2148305,24.9393278,3.1986203,22.7531043,2.5284993,1.3270425,1.4339273,0.4122756,0,0.0215563,0.0385295,0.0179795,3.0963275,0.0179795
21207006: Ward 6,43.52247,20.006092,3.586196,10.6075846,4.9834743,3.3790694,5.7426665,3.8689548,0.6875899,0.087767,0.1291154,0.08949,2.2351229,1.0744071
21207007: Ward 7,39.8531971,27.5396092,4.3817427,21.0819645,1.8165362,1.1241082,0.8806106,0.4100474,0.1121825,0,0.0193253,0,2.7806762,0
21207008: Ward 8,39.0262272,19.2697533,3.6734623,16.6923688,4.0752838,2.0693521,1.7264315,1.0839495,0.1921733,0.016096,0.0820845,0.0460416,12.0467761,0
21207009: Ward 9,43.9192581,27.1037164,4.4690278,17.855732,2.0176938,1.629806,1.0836763,0.1874952,0.0615407,0,0.013404,0,1.5123519,0.1462978
21207010: Ward 10,34.1587912,21.0699548,5.3418521,18.3908987,3.4824556,1.7283412,1.6820357,0.8160654,0.3234232,0.0563109,0.0388764,0.0170068,3.2171398,9.6768481
21207011: Ward 11,20.2877867,10.3409523,1.5500632,6.1237286,1.0351963,0.7928652,0.9949152,0.7996042,0.4557673,0.0214995,0.0214995,0,1.8278329,55.7482892
21207012: Ward 12,41.013668,28.5966757,2.9100519,21.7674727,1.4430336,1.0521266,0.9044568,0.2647249,0.0836684,0,0.0203793,0,1.9437422,0
21207013: Ward 13,43.3117681,30.4362479,2.3909881,17.4323203,1.1860605,0.8362267,0.7108633,0.4254918,0.0713925,0.0174216,0.0174216,0.0351937,3.1286039,0
21207014: Ward 14,37.544189,32.8169716,1.7330353,23.0630438,0.6834257,0.6780114,0.5052493,0.370663,0.0962433,0,0.038343,0,2.4708246,0
21207015: Ward 15,33.4236068,16.6824214,2.2455717,11.0870043,1.9829581,1.6528344,2.0599466,0.9560802,0.2221931,0.0267208,0,0.0267208,1.0560286,28.5779133
21207016: Ward 16,35.9128666,20.5544485,2.8272441,15.4968059,2.0784082,1.6742065,1.9949889,0.7110259,0.2456097,0,0.0345212,0.0332102,4.4330639,14.0036004
21207017: Ward 17,41.5212511,29.5636375,2.9956165,19.338209,2.1496843,0.9409058,0.8606347,0.5964452,0.144268,0,0,0.0235807,1.8657672,0
21207018: Ward 18,40.8612741,27.4762296,2.2198293,17.3435634,1.9233061,1.6392766,1.7674104,0.5483378,0.1980325,0,0.0370139,0.0364928,3.2939917,2.6552418
21207019: Ward 19,38.4430204,30.1601825,2.2476544,17.7635377,1.3427534,0.8796801,0.8732716,0.3912488,0.2037463,0,0,0,7.615011,0.0798939
21207020: Ward 20,38.0941267,14.3657478,2.8644703,12.3149343,3.9443822,3.7323352,4.2051962,3.0701552,0.8325457,0.2497643,0.0638466,0.0818334,8.2819712,7.8986909
21207021: Ward 21,36.469516,23.0948204,3.3332192,13.5432919,4.0244929,2.5656316,2.6061881,0.7231096,0.2658401,0,0.038108,0.0387042,13.2970779,0
21208001: Ward 1,33.2389437,20.8048647,4.2916486,18.6034225,2.9478792,3.0113753,3.3023872,2.4386831,0.568187,0.174346,0.0219433,0.034381,2.9393568,7.6225814
21208002: Ward 2,42.7096649,26.4504249,3.2849701,18.6962323,2.4872246,1.58466,1.6620291,0.365813,0.0257446,0,0,0,2.7332365,0
21208003: Ward 3,39.7042361,24.4531922,5.9993906,15.2661472,3.3117951,3.0414493,1.7158714,1.8158826,0.4516371,0,0.0977803,0,2.3999437,1.7426743
21208004: Ward 4,35.1176863,29.3416689,4.1343015,19.7594385,3.2746439,1.5577335,1.1842676,0.699812,0.3757017,0.1476838,0.0466088,0.0799539,3.0440818,1.2364178
21301001: Ward 1,32.876295,27.3749683,6.0600624,17.7664771,3.465621,2.5640998,1.3864024,0.6781671,0.1440446,0.0487272,0.0485838,0.0317349,7.5548164,0
21301002: Ward 2,44.6154183,22.6927219,3.7603929,18.9482435,3.810908,2.1345949,1.6926892,0.5459553,0.1003602,0.080408,0.0197519,0,1.5985558,0
21301003: Ward 3,39.9741353,23.3905017,4.2605133,17.8404697,3.3074483,2.1212321,1.2452041,0.5474145,0.2038644,0,0.0232338,0.0455957,6.9997091,0.0406779
21301004: Ward 4,31.1448355,24.0417591,3.3732124,16.6649186,6.9352405,3.1293644,2.2847359,1.1350982,0.1555789,0.0518596,0.0518596,0.0345731,9.3214801,1.6754843
21301005: Ward 5,28.1700497,2.9281517,1.385347,7.7373312,6.9280023,9.3477498,11.4087624,9.0191939,1.9897935,0.4533858,0.285529,0.350759,11.6759312,8.3200135
21301006: Ward 6,26.3261868,9.7262527,6.2258335,23.2521623,6.0854767,1.7881117,1.9508795,1.1376487,0.3883203,0.3317194,0.1147389,0.1658597,21.5341629,0.972647
21301007: Ward 7,36.3909276,26.9897892,4.9648592,15.7443196,5.1638943,2.7853038,1.847401,1.1473808,0.1055934,0,0,0.0133845,2.5263148,2.3208316
21301008: Ward 8,33.9104737,22.2684995,4.9655916,15.6597582,5.0044373,4.7679918,3.2483754,2.5265138,0.6194543,0.1036995,0.1038259,0.0346507,2.174265,4.6124633
21301009: Ward 9,28.2491088,19.5350586,5.5395737,21.5885252,4.5531397,2.9915438,2.961158,1.237965,0.231343,0.0627318,0,0.0170027,12.6587901,0.3740596
21302001: Ward 1,38.96234,33.3016196,3.6002905,16.345153,2.3677637,1.1771539,1.0665379,0.3344726,0.1148803,0.0519509,0,0.0646989,2.6131387,0
21302002: Ward 2,38.4786988,28.2420026,4.530192,15.9086869,3.1933956,1.1713629,1.7150982,0.5456661,0.105333,0.0653982,0.0831236,0,5.6774356,0.2836065
21302003: Ward 3,39.457185,28.9149832,3.9983528,16.5173311,1.9217956,1.350553,0.7567232,0.2258031,0.1373391,0.0157155,0,0,6.7042185,0
21302004: Ward 4,33.3624875,25.5006663,3.9685426,18.3754787,2.9150064,2.4941763,2.1101476,1.1589334,0.220049,0.0357815,0.0357815,0.0188524,7.8566887,1.9474081
21302005: Ward 5,32.4542434,23.4193346,7.0752519,23.0072212,3.6707104,1.9727288,1.9253832,1.3320035,0.5326002,0.18855,0.0269357,0.114678,4.2511567,0.0292024
21303001: Ward 1,39.5844288,23.6937235,5.389338,22.1789295,2.2997696,1.545325,0.9746032,0.3961873,0.2454812,0.0251567,0.0510858,0,3.6159712,0
21303002: Ward 2,29.190679,16.1207917,4.3571459,22.2622225,4.6873472,4.3466346,4.5912188,2.73548,0.6773716,0.3986975,0.0548047,0.0796881,3.8037973,6.6941212
21303003: Ward 3,34.7319508,29.6211992,3.2132212,20.2284393,2.6927609,1.4443924,1.4962076,0.5780481,0.1781105,0.1261928,0.1449953,0.0186933,5.5086872,0.0171015
21303004: Ward 4,31.7051128,26.8849094,5.5019925,18.0359022,2.0019131,1.2774388,0.9933428,0.3457112,0.1215182,0.0210544,0,0,13.1111045,0
21304001: Ward 1,36.7069306,32.6666155,4.753536,17.2154949,1.7435242,1.0452648,0.7829343,0.4543256,0.1898258,0,0.0128343,0.0331787,4.2383304,0.1572047
21304002: Ward 2,39.2184353,30.5136086,4.1314834,18.1347441,2.1386289,1.238825,1.0350623,0.3573435,0.079074,0.0158886,0.0165081,0.0323967,3.0880015,0
21304003: Ward 3,42.1859722,28.8598825,5.7938917,19.5569825,1.1126199,0.5073248,0.7341412,0.2407308,0.0672629,0,0.0170618,0.0165696,0.9075601,0
21304004: Ward 4,48.0477347,14.7527271,4.2901738,10.0101273,4.1998952,4.0549778,6.3967003,3.5324842,0.4726145,0.0622414,0.0622414,0.1042146,3.7004783,0.3133895
21304005: Ward 5,37.5533978,25.3768765,2.9673726,18.485072,1.5772656,1.2214171,1.1870916,0.5221077,0.0386281,0.0903054,0,0,3.6193547,7.3611109
21304006: Ward 6,38.8399282,10.0969745,2.304934,10.3573162,5.3803021,6.4663096,7.9984489,7.4427815,1.5163395,0.1574051,0.1405582,0,2.1142591,7.1844432
21304007: Ward 7,40.678211,25.8410725,4.0244163,11.4370627,4.5285249,2.5045691,2.3341251,0.8179944,0.3092409,0.0105069,0.0531575,0.0637138,7.3974049,0
21304008: Ward 8,43.7205774,19.2058374,4.4621041,14.774144,4.0262101,3.3783909,4.9284281,2.5856013,0.2381583,0.0687637,0.08457,0.0332712,2.3443463,0.1495972
21304009: Ward 9,42.7715263,24.1249123,5.4425061,16.750334,2.358161,1.2266417,1.4512911,0.6051508,0.0482722,0.0158223,0.0159147,0.0159147,5.1735528,0
21304010: Ward 10,43.0621837,27.3372158,2.2587785,17.5626045,1.6173281,1.8088921,1.8891585,1.0652586,0.0794341,0,0,0,2.9939003,0.3252457
21304011: Ward 11,44.9395363,28.0590861,3.9690374,13.5844231,1.9660681,1.8394252,1.9539372,1.2292056,0.201285,0.0534798,0.0133894,0.0143385,2.1767882,0
21304012: Ward 12,39.7686607,29.2816273,4.1094721,20.4014944,1.2406383,0.6495458,0.3933283,0.3656755,0.019579,0,0.0397395,0.0618745,3.6683648,0
21304013: Ward 13,35.8189741,24.5112989,7.4398147,22.9981376,1.4910712,0.7608685,0.9077088,0.2085111,0.0436491,0,0,0,3.7265986,2.0933676
21304014: Ward 14,42.0212413,28.9445076,4.1698951,18.7154324,1.4154084,1.3599616,1.170573,0.3243214,0.1123225,0.0583601,0.0188384,0,1.6891381,0
21304015: Ward 15,41.8420728,23.4337206,3.0008817,16.597227,4.0185923,2.8507949,4.4632515,1.3558702,0.2565153,0,0.0456039,0.023691,1.6762554,0.4355235
21304016: Ward 16,40.6827598,27.3680218,3.9218775,13.9119437,2.230515,2.3882266,3.0796661,1.9123377,0.3655204,0.0366948,0.1136611,0.0532148,2.2283761,1.7071848
21304017: Ward 17,40.7350347,28.9231459,4.6657386,13.823284,2.8211063,1.0576678,1.7236697,0.6537474,0.2115388,0,0.0318776,0,5.3531893,0
21304018: Ward 18,38.176009,22.8915998,4.6477246,15.5604179,4.90595,3.1600686,2.7346479,1.0263135,0.3321392,0.044141,0.0364127,0.0948747,4.0846587,2.3050424
21304019: Ward 19,42.8340104,20.4374292,3.1631613,12.5357879,6.0547281,3.484486,2.6875518,1.4799877,0.1674968,0.0515563,0.051516,0.0633576,6.9889311,0
21304020: Ward 20,49.8093264,17.8565198,2.3359621,9.8746879,4.2647594,3.6989058,5.0800667,2.5159072,0.4517705,0.0682536,0.0683528,0.0683528,3.907135,0
21304021: Ward 21,45.6809918,20.1448202,4.0933122,14.2417893,5.6999811,3.2224531,2.2133392,0.9792778,0.0926532,0.0364512,0,0,3.5949309,0
21304022: Ward 22,46.016544,18.6905154,3.785284,16.3189855,5.3846605,3.3735924,3.2621648,1.5804481,0.0710333,0,0.0140928,0,1.5026792,0
21304023: Ward 23,42.6143311,20.9944478,3.8992079,15.863069,6.8640397,3.0794725,2.2551556,0.8376519,0.2611601,0.0479501,0.0240541,0.0733006,2.6300406,0.556119
21304024: Ward 24,42.8972257,17.3569803,3.2079068,12.4847698,5.1498938,3.9861964,3.9522269,3.1560423,0.4787575,0.0387637,0.0560822,0.0361884,5.1362275,2.0627387
21304025: Ward 25,41.4566094,15.21139,2.859286,9.5164315,4.4734072,3.3148734,4.4178112,5.0071246,0.6492921,0.1635297,0.1199907,0.1388026,9.6171077,3.0543438
21304026: Ward 26,31.6041206,8.204391,2.9643667,9.2510957,3.6774299,6.2663851,10.0462423,8.1917671,3.5984271,1.0086143,0.528169,0.2213696,3.7653075,10.6723142
21304027: Ward 27,38.7830035,27.1582842,5.2898253,15.9151621,3.0759161,1.870691,1.7578572,1.1713156,0.2511863,0.0309271,0,0.0482818,2.9358141,1.7117359
21305001: Ward 1,34.2343454,34.1664794,3.6805095,20.4183514,1.5730641,0.2532764,0.3341236,0.0957278,0.0957278,0,0,0,3.3139938,1.8344008
21305002: Ward 2,41.0858102,29.753283,2.5275455,21.0685244,0.8883851,1.1637901,1.084851,0.3650789,0.0604326,0.0409998,0,0.0409998,1.9202995,0
21305003: Ward 3,35.4615324,30.0717264,5.5787817,23.5630928,0.8418299,0.7575849,0.4300042,0.2733521,0.0497485,0,0,0,2.972347,0
21305004: Ward 4,40.7234905,29.0700189,4.4586387,20.0209407,1.0603643,1.1467145,0.8697635,0.4700948,0.0865886,0,0.0147473,0.0143219,2.0643163,0
21305005: Ward 5,36.78263,37.2812165,2.7353573,16.9921383,1.4908899,0.7500836,0.4207949,0.3334301,0.057038,0.0281077,0.0149578,0.0562153,3.0571409,0
21305006: Ward 6,41.6480423,30.2601586,2.9011246,17.2735173,2.3012364,1.0583885,0.889434,0.3832035,0.1551,0.0310918,0.0165458,0.0165458,3.0656115,0
21305007: Ward 7,37.0532524,36.8190833,3.3292026,17.9817482,0.9291074,0.6510258,0.6666005,0.1966994,0.1214497,0,0,0.0170363,2.2347944,0
21305008: Ward 8,35.4029176,28.8624917,4.2211451,15.2136005,2.6512041,2.5507542,2.9664939,1.5038048,0.2114789,0,0.042245,0,1.9239475,4.4499166
21305009: Ward 9,36.0311401,35.4588067,5.3168804,16.2911727,1.1443511,0.5761653,0.5535859,0.182745,0.0604092,0.0423681,0,0,2.8581813,1.4841943
21305010: Ward 10,39.4393884,33.1016246,3.0379956,18.1324417,1.4616507,0.8738837,0.9823125,0.5442172,0.0566772,0,0.0380882,0.018589,1.0445602,1.2685711
21305011: Ward 11,40.8739889,34.2102704,3.5297417,17.5021564,0.4495253,0.3903737,0.2180979,0.112037,0.02155,0,0,0,2.6922589,0
21305012: Ward 12,38.1093422,28.0204567,3.5581375,16.6822173,1.0458455,0.6549214,0.9224055,0.6893754,0.1605717,0,0,0.0356375,10.1210892,0
21305013: Ward 13,39.8118016,32.4615578,3.3034783,17.3425183,1.2711915,0.9687553,0.9880902,0.5535901,0.1229742,0.0153499,0.0468014,0.0153499,3.0985417,0
21305014: Ward 14,35.8524408,19.9485894,3.9332758,7.7814826,4.729807,3.7762332,4.7494975,3.1421124,0.2694497,0.0519374,0.0657426,0.025525,4.1854455,11.488461
21305015: Ward 15,40.5369379,31.3317594,3.0206506,16.9567927,1.7163316,1.4259436,1.2185595,0.6321979,0.0962635,0,0,0,2.953176,0.1113872
21305016: Ward 16,37.0671717,37.3601009,2.9846674,17.395437,0.7553698,0.5515979,0.5117617,0.3119302,0.1070588,0.0131529,0,0,2.8943537,0.047398
21305017: Ward 17,40.7875948,31.7814681,4.3033784,16.5749542,1.2715797,0.8572753,1.296499,0.6322318,0.1639709,0.0162521,0.0666001,0,2.2481956,0
21305018: Ward 18,43.0940823,31.6434432,3.4035899,16.0149962,1.3568341,1.1801664,0.6962667,0.3766326,0.0766331,0.0161704,0,0.0154155,2.1257697,0
21305019: Ward 19,38.7931831,34.9741267,3.6157964,16.1239984,1.2209108,0.8941733,0.5176082,0.1287297,0.3392431,0,0,0.1460276,3.2462028,0
21305020: Ward 20,37.5193541,35.371537,3.2274757,18.6344147,0.6659067,0.4852758,0.5238312,0.4251542,0.1163144,0,0.0191017,0.0562031,2.9554316,0
21305021: Ward 21,34.7734654,38.3923425,3.0779189,18.7606382,0.6981008,0.5105239,0.4510122,0.3254057,0.1005252,0.0293143,0,0,2.5814912,0.2992618
21306001: Ward 1,41.3061954,29.9406019,4.2006921,20.0304635,0.7239496,0.4165974,0.4820889,0.3630544,0.0819324,0,0,0,1.8855333,0.5688912
21306002: Ward 2,38.9811113,28.8722039,3.6721388,23.384743,1.0315841,0.6387396,0.7593198,0.15777,0.1160157,0,0,0.0189884,2.3673854,0
21306003: Ward 3,38.7130462,34.3725093,2.4571456,19.1445916,1.5020056,0.6535749,0.7404122,0.386199,0.0657828,0,0,0.0326525,1.9320805,0
21306004: Ward 4,40.0159097,26.3633693,3.3933718,15.0318554,3.0689457,2.7900168,2.8462768,1.4315581,0.2162539,0.0734183,0.0623733,0.0164125,3.9000217,0.7902168
21306005: Ward 5,38.5817535,30.0497183,3.5245029,15.883231,1.679752,1.5990294,0.9590525,0.4938224,0.0777034,0.0118467,0,0.0236933,3.3845671,3.7313277
21306006: Ward 6,38.9669913,32.0804951,3.7241571,19.0843898,1.6250268,0.5220005,0.4479318,0.163385,0.1447069,0,0.0154151,0,3.2255005,0
21306007: Ward 7,42.4843373,33.3500237,2.7497048,16.6644626,1.2654753,0.5091408,0.4638401,0.3339994,0.1351523,0.02818,0.02818,0.0144268,1.9129122,0.0601646
21306008: Ward 8,36.5108201,30.0719008,4.4490339,15.5597601,2.7189763,0.8408277,0.6251127,0.1922001,0.0725803,0.0144579,0.0151658,0,3.5025795,5.4265848
21306009: Ward 9,37.8623124,33.9436504,4.8443193,17.2378961,2.4442084,0.5798928,0.5797573,0.4093348,0.0841241,0,0,0,2.0145042,0
21306010: Ward 10,28.8999878,36.1335886,9.5615733,19.6098865,0.8153434,1.1159864,0.8612593,0.5169687,0.0973332,0,0.0314193,0.0189051,2.3377484,0
21306011: Ward 11,39.9963847,33.4828904,3.8194068,16.3459554,1.9342785,1.0013842,0.6972905,0.426433,0.0994144,0,0.0156761,0.0266763,2.1542097,0
21306012: Ward 12,33.2295394,31.680406,4.3540648,17.7182977,1.5219153,0.7933873,0.6394976,0.3497341,0.0671524,0,0.0329168,0,4.7793546,4.8337338
21306013: Ward 13,36.8260861,35.0488237,4.5872189,18.0095304,0.9014685,0.7379037,0.522186,0.5728626,0.0768864,0,0.0578065,0,2.6592271,0
21306014: Ward 14,37.4699194,25.6816829,3.9712237,15.7756568,1.7548724,1.4579985,1.58081,1.0880235,0.1827001,0.1013387,0.0579412,0.0416343,3.7402353,7.095963
21306015: Ward 15,40.9521359,26.3502178,5.8968697,16.3119851,1.7242471,1.0608458,0.9394817,0.5271482,0.1329299,0.0267301,0.0534602,0.0317694,5.992179,0
21306016: Ward 16,39.3218019,28.6617385,5.2688183,15.4527662,2.6507695,1.6172446,2.4716788,1.3321673,0.1411637,0.0717082,0.0333171,0.0317388,2.3896586,0.5554284
21306017: Ward 17,38.7574835,33.2427116,4.309281,19.0903597,0.9525521,0.5585664,0.5602591,0.3119229,0.0762721,0,0.0189726,0.0184253,2.1031937,0
21307001: Ward 1,33.5212397,25.7009808,3.2884577,15.3732141,0.9898229,0.3695197,0.3949752,0.2284421,0.0947044,0,0.0366416,0.0197888,19.9822131,0
21307002: Ward 2,36.9423272,28.7499014,3.9488928,14.1526772,1.2908204,0.4376802,0.6113638,0.2970391,0.1574324,0,0.0179753,0,13.3938901,0
21307003: Ward 3,54.1162345,14.9647134,5.5375312,16.1776173,1.3407112,0.7000443,0.7818859,0.4467268,0.0811213,0,0.0210615,0,5.8323526,0
21307004: Ward 4,45.8556735,20.3409794,5.0544259,13.5986604,1.8564689,1.3359725,1.1172136,0.5062501,0.1261201,0.0157031,0.0157031,0.0157031,10.1199096,0.0412167
21307005: Ward 5,37.7734418,40.8119206,4.4127108,13.9729078,0.6748723,0.4692045,0.2253313,0.2092704,0.0984044,0,0.0177149,0,1.3342213,0
21307006: Ward 6,40.7135741,36.0322958,4.2197315,12.6100416,1.4731842,0.3919871,0.4758829,0.3312008,0.0567739,0,0.044442,0.0853029,3.5285155,0.0370677
21307007: Ward 7,38.1244912,34.343037,5.1398364,14.7539076,0.9691344,0.5446739,0.5817155,0.6030749,0.1313278,0.0151563,0.0151563,0.0144487,4.7640401,0
21307008: Ward 8,39.5816825,30.5269503,3.5783343,14.2713443,1.3715763,0.5893576,1.0341086,0.6962939,0.1032969,0,0.013263,0,8.2337923,0
21307009: Ward 9,44.3003707,28.1544917,4.7121943,10.8380878,1.9230831,1.3655259,1.994835,1.0748951,0.2387272,0.0451865,0.0308593,0,3.0810472,2.2406962
21307010: Ward 10,41.1128476,18.9249436,4.7257052,8.7462162,3.9492341,2.5417843,2.4125372,1.1965446,0.3375885,0.0463813,0.047896,0.0385307,10.2009946,5.7187962
21307011: Ward 11,37.0129233,21.1609506,6.3217441,11.657932,3.9808672,3.5677718,5.4465343,3.8959288,0.6300516,0.1183857,0.1665804,0.0383347,5.855921,0.1460744
21307012: Ward 12,42.2130652,30.4708356,5.6604705,12.875075,0.7404189,0.3273182,0.5419212,0.2237601,0.2343518,0.014906,0.0722356,0.0461779,6.5794641,0
21307013: Ward 13,42.6356829,29.8239091,4.6796631,14.2552428,1.4299853,0.6296241,0.4552403,0.2777379,0.0865042,0,0,0.0284602,5.6979501,0
21307014: Ward 14,45.5640391,24.6674245,4.4463233,12.197005,1.4802811,0.8503193,0.5619991,0.847914,0.2159862,0.1605824,0.1582556,0.0283145,8.7720107,0.0495454
21307015: Ward 15,33.2164941,36.8579373,4.3213495,13.7799319,1.3635064,0.4916553,0.5079199,0.3535656,0.1565541,0.0508231,0.0127058,0.0365816,5.4173844,3.4335911
21307016: Ward 16,33.3494426,30.5375737,5.2153305,15.5744189,3.6527677,1.158998,1.3092149,0.3373839,0.0722452,0,0,0.0437256,7.6746035,1.0742953
