Geography,No income,R 1 - R 400,R 401 - R 800,R 801 - R 1 600,R 1 601 - R 3 200,R 3 201 - R 6 400,R 6 401 - R 12 800,R 12 801 - R 25 600,R 25 601 - R 51 200,R 51 201 - R 102 400,R 102 401 - R 204 800,R 204 801 or more,Unspecified,Not applicable
52603004: Ward 4,45.8189089,33.5505689,3.451944,10.5947701,0.6202964,0.4680511,0.5020658,0.368967,0.3167355,0.0219022,0.0202168,0,4.2655732,0
52603005: Ward 5,39.0081961,36.2547423,3.7045701,11.3168647,2.5765786,0.7736498,0.5502433,0.2870961,0.1324949,0,0.010442,0,5.3851222,0
52603006: Ward 6,45.5507536,24.7035729,4.1955918,9.5518766,2.1331278,1.4477033,1.3751173,1.2594702,0.3462597,0.0249216,0.038095,0.0121068,9.1098422,0.2515612
52603007: Ward 7,37.7300117,38.0054938,3.2204144,9.8411579,3.98217,1.3818284,0.8119313,0.3992382,0.084286,0.0318534,0.0091347,0.0324374,4.0498456,0.4201972
52603008: Ward 8,23.9096939,1.9813675,1.0422377,6.7195604,7.693274,8.7058936,11.4040188,6.8730881,2.0870276,0.3812332,0.1561625,0.3064131,9.4472699,19.2927597
52603009: Ward 9,35.027704,2.4142298,1.7331212,7.157508,5.133624,9.3166218,11.9009224,10.5233563,2.9499308,0.5972473,0.4033443,0.2519964,8.8914901,3.6989035
52603010: Ward 10,36.7872793,11.2090399,4.766823,15.3637847,5.825544,4.2991095,4.0585681,1.5506243,0.1837802,0,0.0462199,0.044851,15.8643762,0
52603011: Ward 11,42.5371258,7.4696419,4.7010251,11.0099199,6.326056,4.3645765,3.8616929,2.85852,0.5578473,0.0557832,0.041848,0.0865701,11.2525067,4.8768866
52603012: Ward 12,38.002721,19.0089058,6.5062901,11.2093305,1.9390242,1.4933649,2.3003749,1.0276406,0.3414683,0.0303396,0.0396888,0.0432249,5.9405049,12.1171215
52603013: Ward 13,38.3967131,9.5947866,5.3968073,11.0556571,5.5609553,3.1629689,2.2428457,1.1711741,0.1975885,0.0274306,0.0449176,0.0604584,23.0526202,0.0350765
52603014: Ward 14,44.7585651,29.5345884,3.3879551,12.6038689,1.4682678,0.8030289,1.0559546,0.4486904,0.0385172,0,0.0137963,0.0402309,5.8465363,0
52603015: Ward 15,63.9101856,12.755444,5.0279813,13.1630141,1.7869978,0.3852742,0.4068318,0.4592157,0.1390042,0,0,0.0150263,1.951025,0
52603016: Ward 16,41.0832172,37.2860425,3.0499373,11.2216356,1.5031463,0.9453104,0.6107577,0.338863,0.1391113,0.0533737,0.0258741,0.0376573,3.7050736,0
52603017: Ward 17,48.1294258,31.7341132,2.7150825,11.3547449,1.9761036,0.8880415,0.7717253,0.1892294,0.1446636,0.0102921,0.0198316,0.0095807,2.0571658,0
52603018: Ward 18,47.9008379,23.1588457,5.2840527,11.2992597,3.0466192,1.2650828,1.6331875,0.9408278,0.2717779,0.0447089,0.028573,0.014679,5.1115479,0
52603019: Ward 19,45.596746,27.7586645,4.1266484,14.0310248,1.9135293,0.6227683,0.4139394,0.177588,0.0761653,0,0.0158873,0.0620316,5.2050071,0
52603020: Ward 20,47.5503702,23.5296762,7.0607261,11.4855913,2.1168678,1.5943332,1.864176,1.0093436,0.1121826,0.0109186,0.0234951,0,3.6423193,0
52603021: Ward 21,48.359531,31.1525883,2.5604451,11.4114293,1.0449712,0.5953025,0.7295357,0.3994772,0.0737583,0.0096636,0.0462371,0.0087629,3.6082976,0
52603022: Ward 22,41.8078108,13.6833826,5.5145053,14.2401299,5.850162,3.3652463,2.6008716,1.7533089,0.4640897,0.0965717,0.0633357,0.0532568,8.5158943,1.9914344
52601001: Ward 1,36.7023477,30.72487,5.2518467,18.0179344,2.5817764,0.8093587,0.7303538,0.7605248,0.3643574,0.0480882,0.0443877,0.1303923,3.6685482,0.1652137
52601002: Ward 2,35.7896854,40.6882485,5.7901746,8.3886446,1.5927865,0.6907845,0.4836743,0.2995387,0.0759467,0,0,0.0254613,6.175055,0
52601003: Ward 3,38.6134165,24.9120358,4.9529016,11.7279566,4.5734717,3.4014827,3.1064267,1.7010092,0.5313525,0.0452129,0.03609,0.0334523,4.8495832,1.5156084
52601004: Ward 4,43.1598917,35.1524237,2.0714168,11.3456182,1.5604117,0.9115617,1.114407,0.4583804,0.1201909,0,0.02547,0,4.0802279,0
52601005: Ward 5,45.1351617,34.7555513,3.3559099,8.6721328,0.6538233,0.4884519,0.7556963,0.273146,0.1221983,0,0.0701163,0.0714435,5.6463687,0
52601006: Ward 6,39.6892888,41.6331768,2.9172201,10.2206966,0.387721,0.4746804,0.4603672,0.2451925,0.1290258,0,0.0150347,0.0139955,3.8136006,0
52601007: Ward 7,37.3909995,33.815683,5.300623,16.0991429,1.826004,0.5142982,0.7174427,0.5038866,0.2361648,0,0.0598232,0.0505311,3.1484584,0.3369425
52601008: Ward 8,38.9227444,37.6796698,2.8770749,13.1135822,1.3487825,0.6853861,0.5580695,0.3903012,0.1475012,0,0.0405544,0.0172347,4.2190992,0
52602001: Ward 1,36.6541324,36.6718063,4.0086385,12.7874693,2.3279128,0.9013754,0.6773348,0.4907556,0.2133184,0.0265678,0,0.0122617,5.2284271,0
52602002: Ward 2,49.1133993,20.5476687,3.6910292,9.2077006,4.3464786,2.9094323,2.8759459,0.9727528,0.2819502,0.0149575,0.0140176,0.0157181,6.0089492,0
52602003: Ward 3,47.20332,34.8316837,2.6465186,10.5433921,0.7908195,0.8388214,0.7454955,0.4570931,0.0877453,0,0,0,1.8551107,0
52602004: Ward 4,44.766625,38.0720681,2.5281407,8.5455173,1.1183886,1.0064564,0.8829818,0.3267469,0.1598535,0.0106055,0.0102897,0.0209312,2.4396214,0.111774
52602005: Ward 5,43.6125556,34.5886324,3.9977482,9.1957679,1.3339884,1.1941772,1.530797,0.6378011,0.2089348,0,0.0293424,0.0279188,3.6423362,0
52602006: Ward 6,47.7799221,34.6189433,3.1080475,8.111717,1.3801049,0.8628427,0.563827,0.3891845,0.1797046,0,0.043161,0.059864,2.9026815,0
52602007: Ward 7,42.345243,26.79507,2.3056861,6.9972107,1.250234,1.1303643,1.3684354,0.6663995,0.2425573,0.0167521,0.0167521,0.0167521,16.8485433,0
52602008: Ward 8,50.0010708,32.634018,3.4142943,7.5821545,1.4924229,0.727157,0.5095154,0.3133717,0.0292709,0,0.0285327,0,3.2681917,0
52602009: Ward 9,47.8970711,32.3023838,2.72749,7.8545795,3.5163579,1.1030735,0.8760787,0.3097442,0.0790106,0.0101664,0.0203328,0,3.3037116,0
52602010: Ward 10,47.2882843,26.2480297,4.1412306,10.8490443,3.1065138,1.8380149,2.0565062,1.0632904,0.2530178,0,0.0217741,0.0112421,3.0311407,0.091911
52602011: Ward 11,29.3008309,18.6590983,8.3120905,23.8892766,4.5670277,2.855852,2.77354,2.0557396,0.6472098,0.211435,0.1341892,0.2142099,6.3611358,0.0183647
52602012: Ward 12,44.2095714,36.0786797,2.6394856,8.4177244,1.3488555,1.0360338,1.1617241,0.9240272,0.0626118,0.0250352,0.0129964,0.0380317,2.4236683,1.621555
52602013: Ward 13,43.760138,31.4701606,8.7190923,9.9261914,1.105909,0.616389,0.7585124,0.0900491,0.090415,0.0237077,0,0,3.4394355,0
52602014: Ward 14,32.0306855,21.1241859,5.0203183,20.0308038,8.3479684,2.3164345,2.9451168,1.6100497,0.6129307,0.1206772,0.1509601,0.1507593,5.2887132,0.2503965
52605001: Ward 1,43.5267483,40.4821842,2.3318355,8.7868512,0.8749204,0.4762848,0.3247572,0.1326324,0.0435835,0.011495,0,0.0329818,2.9757257,0
52605002: Ward 2,38.0317269,42.8676666,1.9338357,10.0436918,1.1019785,0.64388,0.3359013,0.1533052,0.066983,0,0.0115823,0.022085,4.7873637,0
52605003: Ward 3,37.4374373,32.1904942,3.8969408,8.6567537,1.0525074,0.4856367,0.4630807,0.2381814,0.1388626,0,0.0218387,0.0215113,15.3967551,0
52605004: Ward 4,33.5222295,37.7657003,4.3274679,10.812238,2.9958865,1.6545847,1.6629071,0.4112738,0.1032497,0,0.0092907,0,6.7351719,0
52605005: Ward 5,40.6610421,38.1991629,3.3944776,11.3699105,1.2793845,0.733686,0.7870499,0.4022044,0.0945235,0.0128937,0,0.0118917,3.0537732,0
52605006: Ward 6,36.7495003,36.4337361,5.4076624,11.2685941,1.9881555,1.3688951,1.17532,0.9868101,0.0986221,0,0.0301587,0.0306892,4.4618564,0
52605007: Ward 7,34.6831554,40.4067686,4.6034192,10.0307809,2.2876154,0.4129525,0.5419152,0.3869963,0.0605123,0.0796438,0.0475147,0.0462671,6.36217,0.0502886
52605008: Ward 8,38.2351147,38.5702773,3.3295129,12.9527452,1.332078,0.8212296,0.8327686,0.5781934,0.14117,0,0.0133497,0.0147218,3.1788387,0
52605009: Ward 9,33.8568973,35.7073023,4.8059417,8.7832109,3.8125459,2.3093299,2.6829323,1.5459213,0.4566128,0.0447318,0.0183324,0.0632712,5.9129703,0
52605010: Ward 10,37.9994498,37.4350875,2.2197512,10.8809151,0.8500361,0.4898278,0.4958362,0.2592625,0.0988633,0.0260236,0.0530927,0.0260236,9.1658305,0
52605011: Ward 11,36.3932816,42.080211,3.6465889,9.8001237,0.9357926,0.659399,0.7978665,0.2798831,0.0833187,0.0121571,0,0.0222364,5.2891414,0
52605012: Ward 12,40.9986293,39.5481422,2.8663815,10.0362677,1.3759073,0.7831698,0.7781919,0.3160419,0.1016988,0.0360076,0,0.0114057,3.1481563,0
52605013: Ward 13,25.4534267,49.5978162,5.9747173,12.7048149,1.5026746,0.5437731,0.4496535,0.1732306,0.0910562,0,0.0171631,0.1066711,3.3850027,0
52605014: Ward 14,32.2822783,48.1678591,2.4171476,10.8244159,1.1346961,0.4651004,0.4128243,0.2593483,0.1726666,0,0.0207847,0.0312065,3.8116721,0
52605015: Ward 15,43.4147284,36.7842671,2.4563613,11.3699654,0.7076015,0.5739325,0.5644264,0.4033572,0.1072459,0,0.0146887,0,3.0582665,0.545159
52605016: Ward 16,42.206139,20.6549108,3.2478466,7.9055879,2.4834538,2.84381,2.8112068,0.8884181,0.2324638,0.0211955,0.0580226,0.0223767,6.109266,10.5153024
52605017: Ward 17,51.5563711,27.3743616,3.4926543,11.015011,2.0262271,0.8325984,0.4957781,0.3487698,0.1619509,0,0.0274783,0,2.6333122,0.0354872
52605018: Ward 18,39.1362391,36.7446984,3.3490214,9.8238626,1.0663961,0.5516288,0.7395135,0.3006035,0.0671127,0,0.0226945,0.03403,8.1641994,0
52605019: Ward 19,27.1144279,14.9253731,6.2189055,9.4527363,12.4378109,6.9651741,10.4477612,6.4676617,0.4975124,0,0.2487562,0.2487562,4.9751244,0
52605020: Ward 20,44.6858171,27.2154964,4.1981433,9.6823669,2.8523152,1.6704828,1.6990607,0.8494694,0.2206612,0.0223098,0.122603,0.0371797,6.7268756,0.017219
52605021: Ward 21,44.0438016,34.9484988,3.4285909,11.4983461,0.964451,1.0358225,0.9153936,0.2866048,0.0796377,0.0157296,0.015246,0.016597,2.7512805,0
52606001: Ward 1,42.1477491,39.7075929,1.572124,10.6409033,1.1290078,0.4606212,0.3295058,0.3177135,0.0888788,0.0189693,0.0189693,0,3.567965,0
52606002: Ward 2,41.9981976,25.7363577,5.8271487,8.6339447,1.861465,0.5426178,0.2561313,0.3137066,0.1774896,0,0.011787,0.011787,14.629367,0
52606003: Ward 3,44.4251704,35.0400213,1.6032992,9.1471652,0.757469,0.9467262,1.4039205,0.6881104,0.2410148,0.0173476,0.0868731,0.036462,3.9752459,1.6311743
52606004: Ward 4,42.4541017,31.9767746,1.3261626,11.324725,0.9253319,1.0634093,0.9643237,0.6217402,0.2029803,0.016388,0.062563,0,8.9269785,0.134521
52606005: Ward 5,20.4686048,52.5610995,2.3546049,13.6988659,0.9418696,0.4799787,0.3089638,0.2589835,0.1861547,0.0268768,0.0121614,0.0121614,8.6896748,0
52606006: Ward 6,46.4668034,32.7238348,1.920397,14.3261808,0.6382479,0.4502914,0.406452,0.3767465,0.23969,0,0,0.0170726,2.4038939,0.0303896
52606007: Ward 7,42.3521173,28.5918688,4.3234082,13.1702752,1.9279959,0.379272,0.4243053,0.1560452,0.2425143,0,0.0349215,0,8.3972762,0
52606008: Ward 8,38.0961209,30.7920271,2.6379134,14.0873272,1.8666314,1.4302301,1.1660105,0.5847196,0.3935445,0.0372668,0.0254012,0,6.8446358,2.0381717
52606009: Ward 9,40.4360905,30.7013078,2.573887,14.0702851,3.0593732,2.2830694,1.5292805,0.5308681,0.10158,0.0135153,0.0577378,0.0557328,2.2627373,2.3245353
52606010: Ward 10,43.3644034,30.2090531,4.0878581,14.783613,0.9860092,0.3012611,0.2029069,0.1710982,0.0785494,0,0,0,5.8152476,0
52606011: Ward 11,47.7490769,27.7737781,2.0276859,9.5637307,2.435583,1.8099128,1.4640617,0.8481301,0.4153312,0.0270651,0.1040281,0.0125759,5.7690406,0
52606012: Ward 12,50.2919728,6.6752803,2.369868,5.4001714,3.69396,6.2439556,10.7323514,6.4314998,1.1975073,0.1645155,0.1429198,0.0193866,3.7307639,2.9058476
52606013: Ward 13,41.3244596,27.9815159,4.2772259,14.6913366,1.285,0.7496121,0.674385,0.5624793,0.0963793,0.0164315,0.0746282,0.0131524,8.0060777,0.2473166
52606014: Ward 14,42.9269096,29.1304802,3.0410789,11.9169168,2.6714499,0.5698826,0.5717375,0.2968473,0.1515877,0.0378564,0.0374292,0.038763,8.6090607,0
52606015: Ward 15,48.1828151,27.9415628,3.1279257,11.0330108,1.8064326,0.845454,0.3648618,0.2391967,0.1557524,0.0123087,0.0396669,0.0129162,6.2380963,0
52606016: Ward 16,34.8463228,34.3267297,4.689251,16.4510029,1.8287712,1.2405312,0.9092198,0.3824961,0.1621682,0,0.012778,0,3.0673996,2.0833297
52606017: Ward 17,37.697854,36.8026941,3.6666073,15.6574855,1.1327355,0.6583182,0.6445132,0.2314267,0.1168628,0.0269371,0.013334,0.0267199,3.3245117,0
52606018: Ward 18,48.3598317,14.2553474,4.2291924,8.6755573,3.3077635,3.0401591,5.1328028,1.7167839,0.5473422,0.0434146,0.0520018,0.0133887,5.8739861,4.7524284
52606019: Ward 19,55.252454,11.2361621,5.5571931,9.7337789,5.220589,2.9001656,3.1715864,1.7728612,0.4004827,0.0267937,0.0251248,0.0268824,4.6759259,0
52606020: Ward 20,50.7146119,19.2210433,4.2387165,13.4179056,1.6473612,1.4843839,0.4890799,0.3752178,0.1516575,0,0.1023777,0.0138433,7.9097085,0.234093
52606021: Ward 21,44.3235464,25.246246,2.2009236,10.5380081,2.9599088,1.6961299,1.1268139,0.6632312,0.2068221,0,0,0.0398684,2.2577565,8.7407451
52606022: Ward 22,48.0932837,15.4802028,2.5452318,6.0157319,3.4092874,4.4492756,6.7623719,5.0717558,0.864125,0.0943038,0.1424668,0.159783,6.9121804,0
52606023: Ward 23,34.7725145,39.9566576,4.4801483,14.8689022,0.8047815,0.6580865,0.7674111,0.4191996,0.1954743,0.0174563,0.0169196,0.0169196,3.025529,0
52606024: Ward 24,55.6552134,15.7343804,3.8992869,15.0674907,1.1454776,0.6474167,0.4373244,0.3997102,0.1388549,0.0333961,0.0513808,0,6.7900679,0
52904001: Ward 1,43.2616894,26.2275106,5.7380331,10.2341075,2.9206762,1.6824524,1.4381889,0.9932456,0.2018698,0,0,0.0133965,5.5474955,1.7413344
52904002: Ward 2,37.2441352,38.1404222,2.9062967,11.1967226,0.3840581,0.1685353,0.3014956,0.2112898,0.1214197,0.0118218,0.0114583,0.0228773,9.2794674,0
52904003: Ward 3,39.2507015,37.8365983,4.2356895,9.932361,0.6298068,0.3665766,0.5982831,0.255459,0.0797936,0.0146048,0,0,6.8001258,0
52904004: Ward 4,41.3809846,28.9782737,3.6535768,13.4986536,1.4047807,0.7458603,0.7371267,0.2879579,0.3836372,0.0563298,0,0.0216917,8.8511269,0
52904005: Ward 5,43.4570591,32.1310335,3.5678625,12.0779539,1.509013,0.4899057,0.5842543,0.3743019,0.4348335,0.0230616,0.0646009,0.0224577,5.0936335,0.1700289
52904006: Ward 6,42.4018053,33.5641347,3.2520952,10.582345,1.3246005,1.5710455,1.367057,0.7324727,0.2582337,0,0.0316582,0.0146798,4.8998725,0
52904007: Ward 7,43.4373512,30.7960779,4.1482877,14.5376655,1.1855859,0.671691,0.3838824,0.1174694,0.0585946,0,0.0145327,0.0294201,4.6194416,0
52904008: Ward 8,37.7295492,29.0045358,3.3199417,14.2327163,0.8738783,0.5259362,0.4814227,0.2770308,0.2190995,0,0,0.0253677,13.3105217,0
52904009: Ward 9,34.8975152,28.8976398,3.5706699,13.7001496,3.1159294,1.1011228,0.9719636,0.4988698,0.1878093,0,0.0146123,0.014163,13.0295553,0
52904010: Ward 10,42.0622602,25.4409783,3.671572,10.2943049,3.5211432,1.3793693,1.7835576,0.6746422,0.2558903,0,0,0.0124121,9.2635304,1.6403396
52904011: Ward 11,43.3011563,33.1312601,3.2751888,14.8940315,1.1030962,0.6606768,0.8065475,0.4252196,0.1167094,0.0179073,0.0179073,0.0170396,2.2332595,0
52901001: Ward 1,41.6546498,31.3843782,2.9290832,13.0904898,1.6207947,1.1584141,1.0595783,0.8316146,0.301369,0,0,0,5.9696283,0
52901002: Ward 2,40.993896,31.5763445,2.7139555,12.1212887,1.9708939,0.8752337,0.8061603,0.350329,0.3933009,0,0.0566695,0.0419239,8.1000042,0
52901003: Ward 3,38.6431922,15.8575579,2.8447603,11.8333651,3.9997883,4.5422414,6.7122134,6.9890006,1.6740494,0.1199073,0.075366,0.1190589,4.8500427,1.7394565
52901004: Ward 4,31.4841453,28.1117488,4.1406973,18.4689542,6.3611563,2.4756171,1.4822876,0.9052868,0.3541792,0.052606,0.0114044,0.047901,6.1040159,0
52901005: Ward 5,37.0559253,36.2918574,2.6196993,13.3742355,3.5725012,1.1646575,0.6694093,0.3849171,0.2118365,0,0.0156602,0,4.6393006,0
52901006: Ward 6,56.7238043,15.2478451,5.7564984,13.6214843,3.5573234,0.9877622,0.3787788,0.1541543,0.1977116,0.017833,0.0166003,0.016106,3.3240984,0
52901007: Ward 7,33.4515501,22.3932818,4.3644306,13.7195314,8.1720982,4.204089,2.1504382,0.8590318,0.1161794,0.0143081,0.0362658,0,10.1404772,0.3783184
52901008: Ward 8,43.0220605,28.4039456,3.1272301,14.1113401,2.396998,1.6035537,0.9617403,0.5769744,0.2292498,0.0281375,0.0260396,0.0130722,3.9927491,1.506909
52901009: Ward 9,40.5831042,29.2729781,3.4001426,13.3030742,2.1199894,1.1761216,0.8341888,0.4863861,0.1491799,0.0257811,0.0513769,0.0258343,8.5718428,0
52901010: Ward 10,34.504485,30.1295839,6.002882,16.7128636,5.1196631,1.8657134,0.8547101,0.3537734,0.1480001,0.0171688,0.0148286,0.0296572,4.1736383,0.0730324
52901011: Ward 11,43.6393123,23.7404188,7.6448386,14.9878693,4.0749483,1.1348005,0.5105102,0.2061866,0.1149295,0,0.0139164,0.059957,3.8723126,0
52901012: Ward 12,39.9344268,28.316681,4.793286,15.3968303,4.2530037,1.8497154,0.7034307,0.2985335,0.1252787,0,0.0183492,0,4.3104646,0
52901013: Ward 13,37.2104805,14.2986912,3.9817196,14.1767706,6.9296976,4.2629792,3.8646751,1.4275524,0.356578,0,0.0682231,0.0382497,13.384383,0
52901014: Ward 14,48.7253065,13.9393193,3.0041594,9.5894344,6.2647058,5.6035432,4.9922522,1.8278871,0.2478937,0.0378258,0,0.0139307,5.7537418,0
52901015: Ward 15,45.2366758,12.1824788,5.0146586,14.0183925,7.000662,5.1517681,3.2656129,1.1752151,0.4315187,0,0.033547,0.067094,5.6832003,0.7391761
52901016: Ward 16,43.1481675,16.8567222,9.2110055,16.8326021,4.8223821,1.5439293,0.4789518,0.3359027,0.1780308,0.0122327,0.0258841,0,6.5541892,0
52901017: Ward 17,31.2213862,22.1582991,8.8821644,18.9764615,10.3640362,2.119382,0.6770153,0.2119677,0.0428164,0.0351459,0.0175729,0.0428164,5.2509359,0
52902001: Ward 1,37.4807214,33.6188867,3.900659,14.4433294,3.9002335,1.4730515,0.5835741,0.3039512,0.2010017,0.0779327,0,0.0155692,4.0010896,0
52902002: Ward 2,37.6043157,20.0250359,3.2082895,19.9558227,7.7525807,4.2770242,2.2549701,1.9159405,0.46793,0.0492883,0.0418976,0,2.4469048,0
52902003: Ward 3,34.9579411,16.0304813,4.1381768,21.1870783,10.9863227,3.8403952,2.5133849,1.5053446,0.8553397,0.3185902,0.0983279,0.0983279,2.7360245,0.7342649
52902004: Ward 4,32.6642749,14.068677,3.6159205,18.1762942,16.8214681,3.9862019,1.3091205,1.196805,0.7471107,0.1800882,0.0803151,0.0416694,7.1120545,0
52902005: Ward 5,42.8925713,24.9749131,4.5302134,13.5655183,6.1570062,2.2862357,0.8111862,0.5188333,0.0471701,0,0.0142501,0.0150887,4.1870135,0
52902006: Ward 6,29.3662158,1.8019513,0.9617994,4.576745,6.224927,8.047443,11.8479105,12.8660122,8.7148301,3.0655445,0.9602804,0.8260722,9.4525966,1.2876719
52902007: Ward 7,33.2123642,25.8451717,3.9145475,19.2296326,8.6295375,3.2424409,1.1834126,0.5173041,0.5834422,0.0729091,0.0628714,0.0243334,3.4820329,0
52902008: Ward 8,39.5135771,23.7072389,4.9245152,16.9340742,8.9634891,2.3268324,0.5508476,0.2590369,0.175382,0.0164076,0.0473068,0,2.581292,0
52902009: Ward 9,40.4645493,24.2874136,5.3191182,15.0257545,6.9921179,2.2717289,0.846058,0.2905849,0.4918415,0.0182253,0.0158898,0,3.9767181,0
52902010: Ward 10,41.0191336,21.3521561,3.5168923,13.2784211,8.4100989,3.7408222,1.4521172,0.6317159,0.1806402,0.0356578,0.0241347,0,6.35821,0
52902011: Ward 11,36.8940631,20.2235073,5.0765017,17.3740759,7.5723568,3.3204411,1.8726873,1.638754,1.2014274,0.2503112,0.088185,0.0637473,4.3152211,0.1087208
52902012: Ward 12,39.3442644,23.2244471,4.9775843,13.7102716,9.3764165,3.1094295,1.2589173,0.4996362,0.2447897,0.0237813,0.0335729,0.0209712,4.1759181,0
52902013: Ward 13,46.3775149,9.5896332,3.4935692,13.8503316,8.5383727,6.2721469,3.5997931,1.2919459,0.3163495,0.0561969,0.0131793,0.0281592,6.5728076,0
52902014: Ward 14,37.3347007,27.7709587,4.5755288,15.0751175,7.4231223,2.7033947,0.6586523,0.3372358,0.2174605,0.0437056,0.0144582,0.0610711,3.7845938,0
52902015: Ward 15,42.4508333,17.0029628,4.353536,13.045328,7.4778455,3.7370761,1.7551053,0.6644576,0.2088135,0.0293164,0.0204183,0,9.2543071,0
52902016: Ward 16,41.7601074,5.6179162,1.5641176,14.7364532,7.5456682,8.0196804,7.48025,4.5090131,0.8166833,0.0611295,0.0367918,0.038331,7.5003852,0.3134732
52902017: Ward 17,37.1293572,3.8290501,2.366215,11.0781128,4.8562482,7.7568969,8.9801666,8.388903,2.6502415,0.5217556,0.2677137,0.5022384,11.6437218,0.0293792
52902018: Ward 18,48.2099307,16.5495502,4.2766864,12.7755924,6.3306042,3.2044719,3.0055124,1.5077173,0.2453957,0.0150257,0.0150257,0.0597665,3.7923462,0.0123747
52902019: Ward 19,33.6692092,3.9299223,1.7204237,9.0716883,7.1159189,7.379893,9.9616358,6.2393116,1.4735406,0.3120766,0.1501842,0.1966413,14.2331034,4.5464512
52902020: Ward 20,40.5443136,20.8599603,3.5920944,17.9006479,8.9792721,3.2160944,1.1362059,0.6420555,0.3520444,0.0346339,0.0337417,0,2.708936,0
52902021: Ward 21,29.7143129,16.3500939,5.3445937,25.7235408,6.5236473,2.1707516,1.212609,0.6944716,0.4172437,0.0437122,0.0602923,0.0218561,8.5047461,3.2181288
52902022: Ward 22,33.1357298,5.2366807,1.8258906,10.2686385,7.6089979,6.0645848,6.5917818,7.4157013,5.9824298,2.9522429,0.5626825,0.3817636,10.9294463,1.0434295
52902023: Ward 23,33.8354885,27.951558,3.3861602,16.0122322,10.8684169,2.8800837,0.820716,0.3827149,0.1984909,0,0,0.0106374,3.6535014,0
52902024: Ward 24,41.4474228,23.8630936,4.734204,12.6947131,8.5139008,3.1349623,0.9243959,0.5024321,0.2986208,0,0.0221557,0,3.8640991,0
52902025: Ward 25,43.0838316,26.0527856,3.8392766,12.2868868,4.3793127,1.253683,0.7646629,0.3999102,0.2275162,0.0297965,0.0579713,0,7.6243666,0
52902026: Ward 26,41.1899666,22.7287411,4.5065543,18.0044076,7.7219303,2.2106181,1.4510562,0.407657,0.0409301,0,0,0,1.7381387,0
52902027: Ward 27,40.9130145,28.0072955,3.3858158,16.7269985,3.8299771,1.6566415,0.9344161,0.3992024,0.1647082,0.0229012,0.0165558,0,2.3239109,1.6185626
52903001: Ward 1,31.9694171,25.4727593,4.0219704,23.0229794,4.0751882,1.3623745,1.1445857,0.5543572,0.2429065,0.0181784,0.0676521,0.0450012,6.5018803,1.5007498
52903002: Ward 2,41.213642,35.5488006,1.8011605,12.7650814,1.0409199,0.5454062,0.6948822,0.9315715,0.1712419,0,0.1283074,0,5.1589864,0
52903003: Ward 3,26.4660076,23.2664758,6.2365986,26.1097938,4.7080176,1.2567812,0.821078,0.2933548,0.4017003,0.0449291,0.0338002,0.0676003,10.2938627,0
52903004: Ward 4,32.3101367,41.330023,3.4468937,9.9412485,2.7842873,0.3540584,0.3320567,0.2542009,0.0883584,0,0.0180648,0.0189847,9.1216868,0
52903005: Ward 5,44.7385045,35.974355,1.5408276,11.1535361,1.53598,0.380101,0.6148864,0.4769035,0.2729682,0.0552848,0,0,3.2566529,0
52903006: Ward 6,41.6870187,31.3746725,3.7345847,11.902268,1.8197749,0.8198686,0.8081896,0.6493362,0.5674916,0.0134922,0.0505717,0.0248875,5.9719386,0.5759053
52903007: Ward 7,34.3731164,36.8052892,4.8204213,12.4458334,2.3727763,0.3128057,0.3309607,0.1399262,0.0680237,0,0,0.0243303,8.2266311,0.0798859
52903008: Ward 8,47.2783932,27.9632316,3.2616866,12.9693578,2.2929876,1.1908075,0.7738584,0.3465459,0.5774076,0,0.0152848,0,3.3304391,0
52903009: Ward 9,44.0024841,30.6274383,2.7832702,14.1011702,2.4624198,0.8677152,0.6695066,0.5986696,0.1366431,0,0.1142699,0,3.6364131,0
52903010: Ward 10,48.3641419,28.1487707,4.1999709,10.5275705,4.008526,0.4432315,0.3283748,0.4089333,0.1662206,0,0.0146603,0.0286102,3.3609892,0
52903011: Ward 11,46.2271819,25.4661972,3.9542916,12.1386953,3.2044753,0.9467315,0.3980069,0.2265415,0.1336134,0,0,0.014697,7.2895685,0
52903012: Ward 12,39.4261155,25.9516061,4.0402527,12.8248966,3.0110332,1.5691759,1.0197092,0.5629265,0.1816666,0,0,0.0218719,11.3907458,0
52903013: Ward 13,42.1095879,28.215222,3.4610399,13.9419772,3.1353842,1.7892458,1.1424759,0.5562364,0.1933179,0,0,0,5.4555126,0
52903014: Ward 14,48.9468517,22.2317953,3.989449,12.7950327,3.9359422,1.1956384,0.3935743,0.1817813,0.1033287,0,0.0184243,0,6.2081821,0
52903015: Ward 15,46.4695756,25.4718732,2.219235,12.3167783,3.0492918,2.5618926,1.890365,0.7501285,0.1930127,0.0362353,0.0181176,0.086676,4.9368183,0
52903016: Ward 16,39.132467,34.3055992,2.7491472,12.2083253,2.9293345,0.6438561,0.241246,0.1509485,0.0903969,0,0,0,2.29549,5.2531894
52903017: Ward 17,59.9233816,13.5728318,3.7548545,12.6494529,2.1138278,0.8437254,0.3027445,0.4683444,0.2344197,0,0,0,6.1364175,0
52903018: Ward 18,57.0400211,22.3935847,2.3981627,13.0135055,1.183271,0.5909271,0.3999946,0.2605898,0.1314437,0,0.0158757,0.0160879,2.5565362,0
