Summation Options,Geography,Highest educational level,Count
Person weighted,10405004: Ward 4,Grade 10 / Std 8 / Form 3,7.8167264
Person weighted,10405004: Ward 4,Grade 11 / Std 9 / Form 4,6.6044082
Person weighted,10405004: Ward 4,Grade 12 / Std 10 / Form 5,16.4032019
Person weighted,10405004: Ward 4,NTC I / N1/ NIC/ V Level 2,0.0250357
Person weighted,10405004: Ward 4,NTC II / N2/ NIC/ V Level 3,0.0249806
Person weighted,10405004: Ward 4,NTC III /N3/ NIC/ V Level 4,0.0252627
Person weighted,10405004: Ward 4,N4 / NTC 4,0.0252627
Person weighted,10405004: Ward 4,N5 /NTC 5,0.0252627
Person weighted,10405004: Ward 4,N6 / NTC 6,0.0491752
Person weighted,10405004: Ward 4,Certificate with less than Grade 12 / Std 10,0.0242908
Person weighted,10405004: Ward 4,Diploma with less than Grade 12 / Std 10,0
Person weighted,10405004: Ward 4,Certificate with Grade 12 / Std 10,0.0252627
Person weighted,10405004: Ward 4,Diploma with Grade 12 / Std 10,0.3775914
Person weighted,10405004: Ward 4,Higher Diploma,0.3297827
Person weighted,10405004: Ward 4,Post Higher Diploma Masters; Doctoral Diploma,0.1244593
Person weighted,10405004: Ward 4,Bachelors Degree,0.0252627
Person weighted,10405004: Ward 4,Bachelors Degree and Post graduate Diploma,0.1021509
Person weighted,10405004: Ward 4,Honours degree,0.051134
Person weighted,10405004: Ward 4,Higher Degree Masters / PhD,0.0510671
Person weighted,10405004: Ward 4,Other,0.1490163
Person weighted,10405004: Ward 4,No schooling,4.1222517
Person weighted,10405004: Ward 4,Unspecified,0
Person weighted,10405004: Ward 4,Not applicable,11.290858
Person weighted,10405004: Ward 4,Total,100
Person weighted,10405005: Ward 5,Gade 0,3.4596426
Person weighted,10405005: Ward 5,Grade 1 / Sub A,2.9224165
Person weighted,10405005: Ward 5,Grade 2 / Sub B,2.6584434
Person weighted,10405005: Ward 5,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.5212203
Person weighted,10405005: Ward 5,Grade 4 / Std 2,4.2003377
Person weighted,10405005: Ward 5,Grade 5 / Std 3/ABET 2,5.4968016
Person weighted,10405005: Ward 5,Grade 6 / Std 4,6.3089674
Person weighted,10405005: Ward 5,Grade 7 / Std 5/ ABET 3,9.1039915
Person weighted,10405005: Ward 5,Grade 8 / Std 6 / Form 1,10.026505
Person weighted,10405005: Ward 5,Grade 9 / Std 7 / Form 2/ ABET 4,8.5887133
Person weighted,10405005: Ward 5,Grade 10 / Std 8 / Form 3,10.1120531
Person weighted,10405005: Ward 5,Grade 11 / Std 9 / Form 4,6.1812326
Person weighted,10405005: Ward 5,Grade 12 / Std 10 / Form 5,11.2744217
Person weighted,10405005: Ward 5,NTC I / N1/ NIC/ V Level 2,0.1145018
Person weighted,10405005: Ward 5,NTC II / N2/ NIC/ V Level 3,0.0377338
Person weighted,10405005: Ward 5,NTC III /N3/ NIC/ V Level 4,0.0189728
Person weighted,10405005: Ward 5,N4 / NTC 4,0.0189728
Person weighted,10405005: Ward 5,N5 /NTC 5,0
Person weighted,10405005: Ward 5,N6 / NTC 6,0.0379456
Person weighted,10405005: Ward 5,Certificate with less than Grade 12 / Std 10,0
Person weighted,10405005: Ward 5,Diploma with less than Grade 12 / Std 10,0
Person weighted,10405005: Ward 5,Certificate with Grade 12 / Std 10,0.0189728
Person weighted,10405005: Ward 5,Diploma with Grade 12 / Std 10,0.0379456
Person weighted,10405005: Ward 5,Higher Diploma,0.1061163
Person weighted,10405005: Ward 5,Post Higher Diploma Masters; Doctoral Diploma,0
Person weighted,10405005: Ward 5,Bachelors Degree,0
Person weighted,10405005: Ward 5,Bachelors Degree and Post graduate Diploma,0
Person weighted,10405005: Ward 5,Honours degree,0
Person weighted,10405005: Ward 5,Higher Degree Masters / PhD,0
Person weighted,10405005: Ward 5,Other,0
Person weighted,10405005: Ward 5,No schooling,3.4835696
Person weighted,10405005: Ward 5,Unspecified,0
Person weighted,10405005: Ward 5,Not applicable,12.2705221
Person weighted,10405005: Ward 5,Total,100
Person weighted,10405006: Ward 6,Gade 0,2.8455497
Person weighted,10405006: Ward 6,Grade 1 / Sub A,2.9163906
Person weighted,10405006: Ward 6,Grade 2 / Sub B,2.3389971
Person weighted,10405006: Ward 6,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.9961205
Person weighted,10405006: Ward 6,Grade 4 / Std 2,3.1720213
Person weighted,10405006: Ward 6,Grade 5 / Std 3/ABET 2,4.3627194
Person weighted,10405006: Ward 6,Grade 6 / Std 4,4.719597
Person weighted,10405006: Ward 6,Grade 7 / Std 5/ ABET 3,7.3181497
Person weighted,10405006: Ward 6,Grade 8 / Std 6 / Form 1,9.9574022
Person weighted,10405006: Ward 6,Grade 9 / Std 7 / Form 2/ ABET 4,7.7547112
Person weighted,10405006: Ward 6,Grade 10 / Std 8 / Form 3,10.3403514
Person weighted,10405006: Ward 6,Grade 11 / Std 9 / Form 4,6.7551519
Person weighted,10405006: Ward 6,Grade 12 / Std 10 / Form 5,16.6648164
Person weighted,10405006: Ward 6,NTC I / N1/ NIC/ V Level 2,0.0936067
Person weighted,10405006: Ward 6,NTC II / N2/ NIC/ V Level 3,0.0641914
Person weighted,10405006: Ward 6,NTC III /N3/ NIC/ V Level 4,0.0319502
Person weighted,10405006: Ward 6,N4 / NTC 4,0.058959
Person weighted,10405006: Ward 6,N5 /NTC 5,0.019653
Person weighted,10405006: Ward 6,N6 / NTC 6,0.0711799
Person weighted,10405006: Ward 6,Certificate with less than Grade 12 / Std 10,0.0633223
Person weighted,10405006: Ward 6,Diploma with less than Grade 12 / Std 10,0.0745505
Person weighted,10405006: Ward 6,Certificate with Grade 12 / Std 10,0.3054332
Person weighted,10405006: Ward 6,Diploma with Grade 12 / Std 10,1.0311855
Person weighted,10405006: Ward 6,Higher Diploma,0.7434457
Person weighted,10405006: Ward 6,Post Higher Diploma Masters; Doctoral Diploma,0.1166649
Person weighted,10405006: Ward 6,Bachelors Degree,0.2554829
Person weighted,10405006: Ward 6,Bachelors Degree and Post graduate Diploma,0.0632274
Person weighted,10405006: Ward 6,Honours degree,0.2545608
Person weighted,10405006: Ward 6,Higher Degree Masters / PhD,0.1095827
Person weighted,10405006: Ward 6,Other,0.2384924
Person weighted,10405006: Ward 6,No schooling,3.3300076
Person weighted,10405006: Ward 6,Unspecified,0
Person weighted,10405006: Ward 6,Not applicable,10.9325255
Person weighted,10405006: Ward 6,Total,100
Person weighted,10405007: Ward 7,Gade 0,2.3187565
Person weighted,10405007: Ward 7,Grade 1 / Sub A,1.7814296
Person weighted,10405007: Ward 7,Grade 2 / Sub B,1.5629007
Person weighted,10405007: Ward 7,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.8590984
Person weighted,10405007: Ward 7,Grade 4 / Std 2,2.2092681
Person weighted,10405007: Ward 7,Grade 5 / Std 3/ABET 2,2.7651335
Person weighted,10405007: Ward 7,Grade 6 / Std 4,3.5494765
Person weighted,10405007: Ward 7,Grade 7 / Std 5/ ABET 3,4.9225313
Person weighted,10405007: Ward 7,Grade 8 / Std 6 / Form 1,7.0872506
Person weighted,10405007: Ward 7,Grade 9 / Std 7 / Form 2/ ABET 4,5.7132606
Person weighted,10405007: Ward 7,Grade 10 / Std 8 / Form 3,10.5481558
Person weighted,10405007: Ward 7,Grade 11 / Std 9 / Form 4,6.134035
Person weighted,10405007: Ward 7,Grade 12 / Std 10 / Form 5,24.6247832
Person weighted,10405007: Ward 7,NTC I / N1/ NIC/ V Level 2,0.1149727
Person weighted,10405007: Ward 7,NTC II / N2/ NIC/ V Level 3,0.1631575
Person weighted,10405007: Ward 7,NTC III /N3/ NIC/ V Level 4,0.1841371
Person weighted,10405007: Ward 7,N4 / NTC 4,0.1179805
Person weighted,10405007: Ward 7,N5 /NTC 5,0.0686689
Person weighted,10405007: Ward 7,N6 / NTC 6,0.132691
Person weighted,10405007: Ward 7,Certificate with less than Grade 12 / Std 10,0.1616938
Person weighted,10405007: Ward 7,Diploma with less than Grade 12 / Std 10,0.1731531
Person weighted,10405007: Ward 7,Certificate with Grade 12 / Std 10,0.5593822
Person weighted,10405007: Ward 7,Diploma with Grade 12 / Std 10,0.8469265
Person weighted,10405007: Ward 7,Higher Diploma,1.1628851
Person weighted,10405007: Ward 7,Post Higher Diploma Masters; Doctoral Diploma,0.1148516
Person weighted,10405007: Ward 7,Bachelors Degree,0.346068
Person weighted,10405007: Ward 7,Bachelors Degree and Post graduate Diploma,0.1968167
Person weighted,10405007: Ward 7,Honours degree,0.0832247
Person weighted,10405007: Ward 7,Higher Degree Masters / PhD,0.1654994
Person weighted,10405007: Ward 7,Other,0.2429011
Person weighted,10405007: Ward 7,No schooling,1.5140549
Person weighted,10405007: Ward 7,Unspecified,0
Person weighted,10405007: Ward 7,Not applicable,18.5748555
Person weighted,10405007: Ward 7,Total,100
Person weighted,10405008: Ward 8,Gade 0,2.9634546
Person weighted,10405008: Ward 8,Grade 1 / Sub A,3.3607647
Person weighted,10405008: Ward 8,Grade 2 / Sub B,2.5415073
Person weighted,10405008: Ward 8,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.7951275
Person weighted,10405008: Ward 8,Grade 4 / Std 2,3.7728731
Person weighted,10405008: Ward 8,Grade 5 / Std 3/ABET 2,4.4893444
Person weighted,10405008: Ward 8,Grade 6 / Std 4,4.7414482
Person weighted,10405008: Ward 8,Grade 7 / Std 5/ ABET 3,7.2732712
Person weighted,10405008: Ward 8,Grade 8 / Std 6 / Form 1,10.3728364
Person weighted,10405008: Ward 8,Grade 9 / Std 7 / Form 2/ ABET 4,7.8691357
Person weighted,10405008: Ward 8,Grade 10 / Std 8 / Form 3,9.1208121
Person weighted,10405008: Ward 8,Grade 11 / Std 9 / Form 4,7.5023615
Person weighted,10405008: Ward 8,Grade 12 / Std 10 / Form 5,15.8289381
Person weighted,10405008: Ward 8,NTC I / N1/ NIC/ V Level 2,0.0768848
Person weighted,10405008: Ward 8,NTC II / N2/ NIC/ V Level 3,0.067324
Person weighted,10405008: Ward 8,NTC III /N3/ NIC/ V Level 4,0.0221776
Person weighted,10405008: Ward 8,N4 / NTC 4,0.0228537
Person weighted,10405008: Ward 8,N5 /NTC 5,0.0329604
Person weighted,10405008: Ward 8,N6 / NTC 6,0.0545025
Person weighted,10405008: Ward 8,Certificate with less than Grade 12 / Std 10,0.0338947
Person weighted,10405008: Ward 8,Diploma with less than Grade 12 / Std 10,0.0322898
Person weighted,10405008: Ward 8,Certificate with Grade 12 / Std 10,0.1229358
Person weighted,10405008: Ward 8,Diploma with Grade 12 / Std 10,0.4503069
Person weighted,10405008: Ward 8,Higher Diploma,0.3381924
Person weighted,10405008: Ward 8,Post Higher Diploma Masters; Doctoral Diploma,0.0656653
Person weighted,10405008: Ward 8,Bachelors Degree,0.1447722
Person weighted,10405008: Ward 8,Bachelors Degree and Post graduate Diploma,0.0228817
Person weighted,10405008: Ward 8,Honours degree,0.0322898
Person weighted,10405008: Ward 8,Higher Degree Masters / PhD,0.034605
Person weighted,10405008: Ward 8,Other,0.0893501
Person weighted,10405008: Ward 8,No schooling,4.9192649
Person weighted,10405008: Ward 8,Unspecified,0
Person weighted,10405008: Ward 8,Not applicable,10.8049738
Person weighted,10405008: Ward 8,Total,100
Person weighted,10405009: Ward 9,Gade 0,4.0365501
Person weighted,10405009: Ward 9,Grade 1 / Sub A,2.7123481
Person weighted,10405009: Ward 9,Grade 2 / Sub B,3.4902145
Person weighted,10405009: Ward 9,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.024496
Person weighted,10405009: Ward 9,Grade 4 / Std 2,4.9320767
Person weighted,10405009: Ward 9,Grade 5 / Std 3/ABET 2,6.3474851
Person weighted,10405009: Ward 9,Grade 6 / Std 4,6.7373795
Person weighted,10405009: Ward 9,Grade 7 / Std 5/ ABET 3,9.6584436
Person weighted,10405009: Ward 9,Grade 8 / Std 6 / Form 1,10.5296399
Person weighted,10405009: Ward 9,Grade 9 / Std 7 / Form 2/ ABET 4,6.9456687
Person weighted,10405009: Ward 9,Grade 10 / Std 8 / Form 3,7.7497126
Person weighted,10405009: Ward 9,Grade 11 / Std 9 / Form 4,4.8454927
Person weighted,10405009: Ward 9,Grade 12 / Std 10 / Form 5,12.6428793
Person weighted,10405009: Ward 9,NTC I / N1/ NIC/ V Level 2,0
Person weighted,10405009: Ward 9,NTC II / N2/ NIC/ V Level 3,0
Person weighted,10405009: Ward 9,NTC III /N3/ NIC/ V Level 4,0.0212298
Person weighted,10405009: Ward 9,N4 / NTC 4,0.0212298
Person weighted,10405009: Ward 9,N5 /NTC 5,0.0634522
Person weighted,10405009: Ward 9,N6 / NTC 6,0.0850027
Person weighted,10405009: Ward 9,Certificate with less than Grade 12 / Std 10,0.0422225
Person weighted,10405009: Ward 9,Diploma with less than Grade 12 / Std 10,0
Person weighted,10405009: Ward 9,Certificate with Grade 12 / Std 10,0.0212298
Person weighted,10405009: Ward 9,Diploma with Grade 12 / Std 10,0.126341
Person weighted,10405009: Ward 9,Higher Diploma,0.2335275
Person weighted,10405009: Ward 9,Post Higher Diploma Masters; Doctoral Diploma,0.0210778
Person weighted,10405009: Ward 9,Bachelors Degree,0.1314043
Person weighted,10405009: Ward 9,Bachelors Degree and Post graduate Diploma,0.0636893
Person weighted,10405009: Ward 9,Honours degree,0.1486084
Person weighted,10405009: Ward 9,Higher Degree Masters / PhD,0.0212298
Person weighted,10405009: Ward 9,Other,0.1907639
Person weighted,10405009: Ward 9,No schooling,3.8287116
Person weighted,10405009: Ward 9,Unspecified,0
Person weighted,10405009: Ward 9,Not applicable,10.327893
Person weighted,10405009: Ward 9,Total,100
Person weighted,10405010: Ward 10,Gade 0,3.070549
Person weighted,10405010: Ward 10,Grade 1 / Sub A,3.1127581
Person weighted,10405010: Ward 10,Grade 2 / Sub B,3.589943
Person weighted,10405010: Ward 10,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.296734
Person weighted,10405010: Ward 10,Grade 4 / Std 2,5.5275963
Person weighted,10405010: Ward 10,Grade 5 / Std 3/ABET 2,7.0019007
Person weighted,10405010: Ward 10,Grade 6 / Std 4,6.7897139
Person weighted,10405010: Ward 10,Grade 7 / Std 5/ ABET 3,9.762202
Person weighted,10405010: Ward 10,Grade 8 / Std 6 / Form 1,11.0910029
Person weighted,10405010: Ward 10,Grade 9 / Std 7 / Form 2/ ABET 4,7.2453413
Person weighted,10405010: Ward 10,Grade 10 / Std 8 / Form 3,7.3697975
Person weighted,10405010: Ward 10,Grade 11 / Std 9 / Form 4,4.6688287
Person weighted,10405010: Ward 10,Grade 12 / Std 10 / Form 5,9.4175253
Person weighted,10405010: Ward 10,NTC I / N1/ NIC/ V Level 2,0.0242005
Person weighted,10405010: Ward 10,NTC II / N2/ NIC/ V Level 3,0
Person weighted,10405010: Ward 10,NTC III /N3/ NIC/ V Level 4,0.0186655
Person weighted,10405010: Ward 10,N4 / NTC 4,0
Person weighted,10405010: Ward 10,N5 /NTC 5,0.0157786
Person weighted,10405010: Ward 10,N6 / NTC 6,0.0186655
Person weighted,10405010: Ward 10,Certificate with less than Grade 12 / Std 10,0.0185318
Person weighted,10405010: Ward 10,Diploma with less than Grade 12 / Std 10,0.0559964
Person weighted,10405010: Ward 10,Certificate with Grade 12 / Std 10,0.1491154
Person weighted,10405010: Ward 10,Diploma with Grade 12 / Std 10,0.1175278
Person weighted,10405010: Ward 10,Higher Diploma,0.0772872
Person weighted,10405010: Ward 10,Post Higher Diploma Masters; Doctoral Diploma,0
Person weighted,10405010: Ward 10,Bachelors Degree,0
Person weighted,10405010: Ward 10,Bachelors Degree and Post graduate Diploma,0.0428659
Person weighted,10405010: Ward 10,Honours degree,0
Person weighted,10405010: Ward 10,Higher Degree Masters / PhD,0
Person weighted,10405010: Ward 10,Other,0.1484721
Person weighted,10405010: Ward 10,No schooling,5.0428486
Person weighted,10405010: Ward 10,Unspecified,0
Person weighted,10405010: Ward 10,Not applicable,11.326152
Person weighted,10405010: Ward 10,Total,100
Person weighted,10405011: Ward 11,Gade 0,4.067709
Person weighted,10405011: Ward 11,Grade 1 / Sub A,3.6000898
Person weighted,10405011: Ward 11,Grade 2 / Sub B,3.9217761
Person weighted,10405011: Ward 11,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,5.034151
Person weighted,10405011: Ward 11,Grade 4 / Std 2,6.472557
Person weighted,10405011: Ward 11,Grade 5 / Std 3/ABET 2,6.0405266
Person weighted,10405011: Ward 11,Grade 6 / Std 4,7.3886467
Person weighted,10405011: Ward 11,Grade 7 / Std 5/ ABET 3,8.9775727
Person weighted,10405011: Ward 11,Grade 8 / Std 6 / Form 1,10.2751755
Person weighted,10405011: Ward 11,Grade 9 / Std 7 / Form 2/ ABET 4,6.3708613
Person weighted,10405011: Ward 11,Grade 10 / Std 8 / Form 3,5.9767055
Person weighted,10405011: Ward 11,Grade 11 / Std 9 / Form 4,3.121807
Person weighted,10405011: Ward 11,Grade 12 / Std 10 / Form 5,9.0698327
Person weighted,10405011: Ward 11,NTC I / N1/ NIC/ V Level 2,0.0951698
Person weighted,10405011: Ward 11,NTC II / N2/ NIC/ V Level 3,0.0800251
Person weighted,10405011: Ward 11,NTC III /N3/ NIC/ V Level 4,0.0340342
Person weighted,10405011: Ward 11,N4 / NTC 4,0.0775202
Person weighted,10405011: Ward 11,N5 /NTC 5,0.0446247
Person weighted,10405011: Ward 11,N6 / NTC 6,0.0477609
Person weighted,10405011: Ward 11,Certificate with less than Grade 12 / Std 10,0.0223268
Person weighted,10405011: Ward 11,Diploma with less than Grade 12 / Std 10,0.0111634
Person weighted,10405011: Ward 11,Certificate with Grade 12 / Std 10,0.1947349
Person weighted,10405011: Ward 11,Diploma with Grade 12 / Std 10,0.5881858
Person weighted,10405011: Ward 11,Higher Diploma,0.7114447
Person weighted,10405011: Ward 11,Post Higher Diploma Masters; Doctoral Diploma,0.1429103
Person weighted,10405011: Ward 11,Bachelors Degree,0.3238182
Person weighted,10405011: Ward 11,Bachelors Degree and Post graduate Diploma,0.1710022
Person weighted,10405011: Ward 11,Honours degree,0.246583
Person weighted,10405011: Ward 11,Higher Degree Masters / PhD,0.188621
Person weighted,10405011: Ward 11,Other,0.2530873
Person weighted,10405011: Ward 11,No schooling,4.9837557
Person weighted,10405011: Ward 11,Unspecified,0
Person weighted,10405011: Ward 11,Not applicable,11.465821
Person weighted,10405011: Ward 11,Total,100
Person weighted,10405012: Ward 12,Gade 0,4.050329
Person weighted,10405012: Ward 12,Grade 1 / Sub A,3.9247116
Person weighted,10405012: Ward 12,Grade 2 / Sub B,3.1680418
Person weighted,10405012: Ward 12,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.3093492
Person weighted,10405012: Ward 12,Grade 4 / Std 2,4.4309821
Person weighted,10405012: Ward 12,Grade 5 / Std 3/ABET 2,5.5379623
Person weighted,10405012: Ward 12,Grade 6 / Std 4,6.6059744
Person weighted,10405012: Ward 12,Grade 7 / Std 5/ ABET 3,10.9484849
Person weighted,10405012: Ward 12,Grade 8 / Std 6 / Form 1,10.0474709
Person weighted,10405012: Ward 12,Grade 9 / Std 7 / Form 2/ ABET 4,6.3849632
Person weighted,10405012: Ward 12,Grade 10 / Std 8 / Form 3,8.0426653
Person weighted,10405012: Ward 12,Grade 11 / Std 9 / Form 4,3.533258
Person weighted,10405012: Ward 12,Grade 12 / Std 10 / Form 5,9.9869291
Person weighted,10405012: Ward 12,NTC I / N1/ NIC/ V Level 2,0.0878426
Person weighted,10405012: Ward 12,NTC II / N2/ NIC/ V Level 3,0.1070897
Person weighted,10405012: Ward 12,NTC III /N3/ NIC/ V Level 4,0.1106114
Person weighted,10405012: Ward 12,N4 / NTC 4,0.0327352
Person weighted,10405012: Ward 12,N5 /NTC 5,0.0432862
Person weighted,10405012: Ward 12,N6 / NTC 6,0.0569715
Person weighted,10405012: Ward 12,Certificate with less than Grade 12 / Std 10,0
Person weighted,10405012: Ward 12,Diploma with less than Grade 12 / Std 10,0.0284857
Person weighted,10405012: Ward 12,Certificate with Grade 12 / Std 10,0.1081492
Person weighted,10405012: Ward 12,Diploma with Grade 12 / Std 10,0.1204738
Person weighted,10405012: Ward 12,Higher Diploma,0.6938295
