Summation Options,Geography,Highest educational level,Count
Person weighted,19100028: Ward 28,Grade 1 / Sub A,2.4957857
Person weighted,19100028: Ward 28,Grade 2 / Sub B,2.0775259
Person weighted,19100028: Ward 28,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.5237723
Person weighted,19100028: Ward 28,Grade 4 / Std 2,3.1465192
Person weighted,19100028: Ward 28,Grade 5 / Std 3/ABET 2,3.5655318
Person weighted,19100028: Ward 28,Grade 6 / Std 4,4.2430442
Person weighted,19100028: Ward 28,Grade 7 / Std 5/ ABET 3,7.7057425
Person weighted,19100028: Ward 28,Grade 8 / Std 6 / Form 1,10.638221
Person weighted,19100028: Ward 28,Grade 9 / Std 7 / Form 2/ ABET 4,9.4097732
Person weighted,19100028: Ward 28,Grade 10 / Std 8 / Form 3,12.3585407
Person weighted,19100028: Ward 28,Grade 11 / Std 9 / Form 4,6.8062751
Person weighted,19100028: Ward 28,Grade 12 / Std 10 / Form 5,17.608254
Person weighted,19100028: Ward 28,NTC I / N1/ NIC/ V Level 2,0.1111868
Person weighted,19100028: Ward 28,NTC II / N2/ NIC/ V Level 3,0.0694011
Person weighted,19100028: Ward 28,NTC III /N3/ NIC/ V Level 4,0.1081301
Person weighted,19100028: Ward 28,N4 / NTC 4,0.0721838
Person weighted,19100028: Ward 28,N5 /NTC 5,0.0651526
Person weighted,19100028: Ward 28,N6 / NTC 6,0.1365738
Person weighted,19100028: Ward 28,Certificate with less than Grade 12 / Std 10,0.0549994
Person weighted,19100028: Ward 28,Diploma with less than Grade 12 / Std 10,0.1199355
Person weighted,19100028: Ward 28,Certificate with Grade 12 / Std 10,0.3499165
Person weighted,19100028: Ward 28,Diploma with Grade 12 / Std 10,0.3264123
Person weighted,19100028: Ward 28,Higher Diploma,0.479854
Person weighted,19100028: Ward 28,Post Higher Diploma Masters; Doctoral Diploma,0.123314
Person weighted,19100028: Ward 28,Bachelors Degree,0.2240775
Person weighted,19100028: Ward 28,Bachelors Degree and Post graduate Diploma,0.1121197
Person weighted,19100028: Ward 28,Honours degree,0.0879343
Person weighted,19100028: Ward 28,Higher Degree Masters / PhD,0.0842475
Person weighted,19100028: Ward 28,Other,0.119748
Person weighted,19100028: Ward 28,No schooling,2.1621949
Person weighted,19100028: Ward 28,Unspecified,0
Person weighted,19100028: Ward 28,Not applicable,9.876578
Person weighted,19100028: Ward 28,Total,100
Person weighted,19100029: Ward 29,Gade 0,2.8355946
Person weighted,19100029: Ward 29,Grade 1 / Sub A,2.5243937
Person weighted,19100029: Ward 29,Grade 2 / Sub B,2.1496317
Person weighted,19100029: Ward 29,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.4220021
Person weighted,19100029: Ward 29,Grade 4 / Std 2,3.1813998
Person weighted,19100029: Ward 29,Grade 5 / Std 3/ABET 2,3.5749228
Person weighted,19100029: Ward 29,Grade 6 / Std 4,4.2381828
Person weighted,19100029: Ward 29,Grade 7 / Std 5/ ABET 3,6.470256
Person weighted,19100029: Ward 29,Grade 8 / Std 6 / Form 1,10.2371594
Person weighted,19100029: Ward 29,Grade 9 / Std 7 / Form 2/ ABET 4,7.4849376
Person weighted,19100029: Ward 29,Grade 10 / Std 8 / Form 3,12.3195185
Person weighted,19100029: Ward 29,Grade 11 / Std 9 / Form 4,7.716622
Person weighted,19100029: Ward 29,Grade 12 / Std 10 / Form 5,18.7774251
Person weighted,19100029: Ward 29,NTC I / N1/ NIC/ V Level 2,0.0844711
Person weighted,19100029: Ward 29,NTC II / N2/ NIC/ V Level 3,0.0545549
Person weighted,19100029: Ward 29,NTC III /N3/ NIC/ V Level 4,0.1090291
Person weighted,19100029: Ward 29,N4 / NTC 4,0.0700048
Person weighted,19100029: Ward 29,N5 /NTC 5,0.0413976
Person weighted,19100029: Ward 29,N6 / NTC 6,0.0941201
Person weighted,19100029: Ward 29,Certificate with less than Grade 12 / Std 10,0.0909609
Person weighted,19100029: Ward 29,Diploma with less than Grade 12 / Std 10,0.1188712
Person weighted,19100029: Ward 29,Certificate with Grade 12 / Std 10,0.6820934
Person weighted,19100029: Ward 29,Diploma with Grade 12 / Std 10,0.7521278
Person weighted,19100029: Ward 29,Higher Diploma,0.4565116
Person weighted,19100029: Ward 29,Post Higher Diploma Masters; Doctoral Diploma,0.0861338
Person weighted,19100029: Ward 29,Bachelors Degree,0.1419019
Person weighted,19100029: Ward 29,Bachelors Degree and Post graduate Diploma,0.0805794
Person weighted,19100029: Ward 29,Honours degree,0.0629027
Person weighted,19100029: Ward 29,Higher Degree Masters / PhD,0.0389701
Person weighted,19100029: Ward 29,Other,0.1931732
Person weighted,19100029: Ward 29,No schooling,2.0276716
Person weighted,19100029: Ward 29,Unspecified,0
Person weighted,19100029: Ward 29,Not applicable,10.8824786
Person weighted,19100029: Ward 29,Total,100
Person weighted,19100030: Ward 30,Gade 0,2.747035
Person weighted,19100030: Ward 30,Grade 1 / Sub A,2.305412
Person weighted,19100030: Ward 30,Grade 2 / Sub B,1.9863004
Person weighted,19100030: Ward 30,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.3532847
Person weighted,19100030: Ward 30,Grade 4 / Std 2,2.7598793
Person weighted,19100030: Ward 30,Grade 5 / Std 3/ABET 2,3.5185342
Person weighted,19100030: Ward 30,Grade 6 / Std 4,4.170457
Person weighted,19100030: Ward 30,Grade 7 / Std 5/ ABET 3,6.4092337
Person weighted,19100030: Ward 30,Grade 8 / Std 6 / Form 1,10.5552868
Person weighted,19100030: Ward 30,Grade 9 / Std 7 / Form 2/ ABET 4,8.6855502
Person weighted,19100030: Ward 30,Grade 10 / Std 8 / Form 3,13.3467623
Person weighted,19100030: Ward 30,Grade 11 / Std 9 / Form 4,5.9459273
Person weighted,19100030: Ward 30,Grade 12 / Std 10 / Form 5,19.0756303
Person weighted,19100030: Ward 30,NTC I / N1/ NIC/ V Level 2,0.0848128
Person weighted,19100030: Ward 30,NTC II / N2/ NIC/ V Level 3,0.1028462
Person weighted,19100030: Ward 30,NTC III /N3/ NIC/ V Level 4,0.1987404
Person weighted,19100030: Ward 30,N4 / NTC 4,0.1317358
Person weighted,19100030: Ward 30,N5 /NTC 5,0.069817
Person weighted,19100030: Ward 30,N6 / NTC 6,0.0732387
Person weighted,19100030: Ward 30,Certificate with less than Grade 12 / Std 10,0.0651714
Person weighted,19100030: Ward 30,Diploma with less than Grade 12 / Std 10,0.0831367
Person weighted,19100030: Ward 30,Certificate with Grade 12 / Std 10,0.398574
Person weighted,19100030: Ward 30,Diploma with Grade 12 / Std 10,0.651997
Person weighted,19100030: Ward 30,Higher Diploma,0.7476991
Person weighted,19100030: Ward 30,Post Higher Diploma Masters; Doctoral Diploma,0.0798708
Person weighted,19100030: Ward 30,Bachelors Degree,0.4881015
Person weighted,19100030: Ward 30,Bachelors Degree and Post graduate Diploma,0.1240926
Person weighted,19100030: Ward 30,Honours degree,0.1356137
Person weighted,19100030: Ward 30,Higher Degree Masters / PhD,0.0946796
Person weighted,19100030: Ward 30,Other,0.3536615
Person weighted,19100030: Ward 30,No schooling,1.8607962
Person weighted,19100030: Ward 30,Unspecified,0
Person weighted,19100030: Ward 30,Not applicable,10.396122
Person weighted,19100030: Ward 30,Total,100
Person weighted,19100031: Ward 31,Gade 0,2.7307463
Person weighted,19100031: Ward 31,Grade 1 / Sub A,2.8321627
Person weighted,19100031: Ward 31,Grade 2 / Sub B,2.3241218
Person weighted,19100031: Ward 31,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.8040468
Person weighted,19100031: Ward 31,Grade 4 / Std 2,3.5473999
Person weighted,19100031: Ward 31,Grade 5 / Std 3/ABET 2,4.0905159
Person weighted,19100031: Ward 31,Grade 6 / Std 4,5.0391714
Person weighted,19100031: Ward 31,Grade 7 / Std 5/ ABET 3,7.4749864
Person weighted,19100031: Ward 31,Grade 8 / Std 6 / Form 1,10.5859159
Person weighted,19100031: Ward 31,Grade 9 / Std 7 / Form 2/ ABET 4,9.6249934
Person weighted,19100031: Ward 31,Grade 10 / Std 8 / Form 3,11.1019528
Person weighted,19100031: Ward 31,Grade 11 / Std 9 / Form 4,6.1284148
Person weighted,19100031: Ward 31,Grade 12 / Std 10 / Form 5,14.2320363
Person weighted,19100031: Ward 31,NTC I / N1/ NIC/ V Level 2,0.0669547
Person weighted,19100031: Ward 31,NTC II / N2/ NIC/ V Level 3,0.1207951
Person weighted,19100031: Ward 31,NTC III /N3/ NIC/ V Level 4,0.0947031
Person weighted,19100031: Ward 31,N4 / NTC 4,0.0711062
Person weighted,19100031: Ward 31,N5 /NTC 5,0.0344318
Person weighted,19100031: Ward 31,N6 / NTC 6,0.0603878
Person weighted,19100031: Ward 31,Certificate with less than Grade 12 / Std 10,0.0299327
Person weighted,19100031: Ward 31,Diploma with less than Grade 12 / Std 10,0.0362685
Person weighted,19100031: Ward 31,Certificate with Grade 12 / Std 10,0.4967358
Person weighted,19100031: Ward 31,Diploma with Grade 12 / Std 10,0.4135295
Person weighted,19100031: Ward 31,Higher Diploma,1.3071449
Person weighted,19100031: Ward 31,Post Higher Diploma Masters; Doctoral Diploma,0.1420174
Person weighted,19100031: Ward 31,Bachelors Degree,0.524885
Person weighted,19100031: Ward 31,Bachelors Degree and Post graduate Diploma,0.2573036
Person weighted,19100031: Ward 31,Honours degree,0.3005664
Person weighted,19100031: Ward 31,Higher Degree Masters / PhD,0.1321549
Person weighted,19100031: Ward 31,Other,0.2004928
Person weighted,19100031: Ward 31,No schooling,2.0697855
Person weighted,19100031: Ward 31,Unspecified,0
Person weighted,19100031: Ward 31,Not applicable,11.12434
Person weighted,19100031: Ward 31,Total,100
Person weighted,19100032: Ward 32,Gade 0,2.9253432
Person weighted,19100032: Ward 32,Grade 1 / Sub A,2.655095
Person weighted,19100032: Ward 32,Grade 2 / Sub B,2.2949677
Person weighted,19100032: Ward 32,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.3456292
Person weighted,19100032: Ward 32,Grade 4 / Std 2,3.2908361
Person weighted,19100032: Ward 32,Grade 5 / Std 3/ABET 2,3.2738892
Person weighted,19100032: Ward 32,Grade 6 / Std 4,3.8451614
Person weighted,19100032: Ward 32,Grade 7 / Std 5/ ABET 3,6.067165
Person weighted,19100032: Ward 32,Grade 8 / Std 6 / Form 1,8.2054448
Person weighted,19100032: Ward 32,Grade 9 / Std 7 / Form 2/ ABET 4,7.3390157
Person weighted,19100032: Ward 32,Grade 10 / Std 8 / Form 3,11.8809536
Person weighted,19100032: Ward 32,Grade 11 / Std 9 / Form 4,8.9027533
Person weighted,19100032: Ward 32,Grade 12 / Std 10 / Form 5,20.1207779
Person weighted,19100032: Ward 32,NTC I / N1/ NIC/ V Level 2,0.1375468
Person weighted,19100032: Ward 32,NTC II / N2/ NIC/ V Level 3,0.1521594
Person weighted,19100032: Ward 32,NTC III /N3/ NIC/ V Level 4,0.2031468
Person weighted,19100032: Ward 32,N4 / NTC 4,0.1361306
Person weighted,19100032: Ward 32,N5 /NTC 5,0.0787775
Person weighted,19100032: Ward 32,N6 / NTC 6,0.1029255
Person weighted,19100032: Ward 32,Certificate with less than Grade 12 / Std 10,0.0505478
Person weighted,19100032: Ward 32,Diploma with less than Grade 12 / Std 10,0.0730168
Person weighted,19100032: Ward 32,Certificate with Grade 12 / Std 10,0.2641414
Person weighted,19100032: Ward 32,Diploma with Grade 12 / Std 10,0.4505118
Person weighted,19100032: Ward 32,Higher Diploma,0.7002719
Person weighted,19100032: Ward 32,Post Higher Diploma Masters; Doctoral Diploma,0.0840389
Person weighted,19100032: Ward 32,Bachelors Degree,0.1884413
Person weighted,19100032: Ward 32,Bachelors Degree and Post graduate Diploma,0.0765481
Person weighted,19100032: Ward 32,Honours degree,0.0803594
Person weighted,19100032: Ward 32,Higher Degree Masters / PhD,0.0578969
Person weighted,19100032: Ward 32,Other,0.1628217
Person weighted,19100032: Ward 32,No schooling,2.7139762
Person weighted,19100032: Ward 32,Unspecified,0
Person weighted,19100032: Ward 32,Not applicable,11.139709
Person weighted,19100032: Ward 32,Total,100
Person weighted,19100033: Ward 33,Gade 0,3.0494088
Person weighted,19100033: Ward 33,Grade 1 / Sub A,2.9282346
Person weighted,19100033: Ward 33,Grade 2 / Sub B,2.1349454
Person weighted,19100033: Ward 33,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.1406127
Person weighted,19100033: Ward 33,Grade 4 / Std 2,2.7342111
Person weighted,19100033: Ward 33,Grade 5 / Std 3/ABET 2,2.6936283
Person weighted,19100033: Ward 33,Grade 6 / Std 4,3.2602811
Person weighted,19100033: Ward 33,Grade 7 / Std 5/ ABET 3,4.4616117
Person weighted,19100033: Ward 33,Grade 8 / Std 6 / Form 1,6.703913
Person weighted,19100033: Ward 33,Grade 9 / Std 7 / Form 2/ ABET 4,7.6570506
Person weighted,19100033: Ward 33,Grade 10 / Std 8 / Form 3,10.1918204
Person weighted,19100033: Ward 33,Grade 11 / Std 9 / Form 4,14.8437103
Person weighted,19100033: Ward 33,Grade 12 / Std 10 / Form 5,19.7738915
Person weighted,19100033: Ward 33,NTC I / N1/ NIC/ V Level 2,0.1827568
Person weighted,19100033: Ward 33,NTC II / N2/ NIC/ V Level 3,0.0816796
Person weighted,19100033: Ward 33,NTC III /N3/ NIC/ V Level 4,0.0464968
Person weighted,19100033: Ward 33,N4 / NTC 4,0.0713779
Person weighted,19100033: Ward 33,N5 /NTC 5,0.0544619
Person weighted,19100033: Ward 33,N6 / NTC 6,0.0706076
Person weighted,19100033: Ward 33,Certificate with less than Grade 12 / Std 10,0.0110488
Person weighted,19100033: Ward 33,Diploma with less than Grade 12 / Std 10,0.1409381
Person weighted,19100033: Ward 33,Certificate with Grade 12 / Std 10,0.4526301
Person weighted,19100033: Ward 33,Diploma with Grade 12 / Std 10,0.5687536
Person weighted,19100033: Ward 33,Higher Diploma,0.3782924
Person weighted,19100033: Ward 33,Post Higher Diploma Masters; Doctoral Diploma,0.0563769
Person weighted,19100033: Ward 33,Bachelors Degree,0.2040041
Person weighted,19100033: Ward 33,Bachelors Degree and Post graduate Diploma,0.1242754
Person weighted,19100033: Ward 33,Honours degree,0.0595761
Person weighted,19100033: Ward 33,Higher Degree Masters / PhD,0.0630711
Person weighted,19100033: Ward 33,Other,0.1191557
Person weighted,19100033: Ward 33,No schooling,2.062165
Person weighted,19100033: Ward 33,Unspecified,0
Person weighted,19100033: Ward 33,Not applicable,12.6790125
Person weighted,19100033: Ward 33,Total,100
Person weighted,19100034: Ward 34,Gade 0,3.1804803
Person weighted,19100034: Ward 34,Grade 1 / Sub A,2.7111091
Person weighted,19100034: Ward 34,Grade 2 / Sub B,2.166899
Person weighted,19100034: Ward 34,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.1992887
Person weighted,19100034: Ward 34,Grade 4 / Std 2,2.8317216
Person weighted,19100034: Ward 34,Grade 5 / Std 3/ABET 2,2.8820006
Person weighted,19100034: Ward 34,Grade 6 / Std 4,3.2956054
Person weighted,19100034: Ward 34,Grade 7 / Std 5/ ABET 3,4.3278057
Person weighted,19100034: Ward 34,Grade 8 / Std 6 / Form 1,6.7405342
Person weighted,19100034: Ward 34,Grade 9 / Std 7 / Form 2/ ABET 4,7.2028449
Person weighted,19100034: Ward 34,Grade 10 / Std 8 / Form 3,9.9298332
Person weighted,19100034: Ward 34,Grade 11 / Std 9 / Form 4,15.5082914
Person weighted,19100034: Ward 34,Grade 12 / Std 10 / Form 5,19.2332797
Person weighted,19100034: Ward 34,NTC I / N1/ NIC/ V Level 2,0.259378
Person weighted,19100034: Ward 34,NTC II / N2/ NIC/ V Level 3,0.1175548
Person weighted,19100034: Ward 34,NTC III /N3/ NIC/ V Level 4,0.0831791
Person weighted,19100034: Ward 34,N4 / NTC 4,0.0900132
Person weighted,19100034: Ward 34,N5 /NTC 5,0.0999484
Person weighted,19100034: Ward 34,N6 / NTC 6,0.1112437
Person weighted,19100034: Ward 34,Certificate with less than Grade 12 / Std 10,0.0169662
Person weighted,19100034: Ward 34,Diploma with less than Grade 12 / Std 10,0.0769256
Person weighted,19100034: Ward 34,Certificate with Grade 12 / Std 10,0.3222963
Person weighted,19100034: Ward 34,Diploma with Grade 12 / Std 10,0.6610311
Person weighted,19100034: Ward 34,Higher Diploma,0.5421641
Person weighted,19100034: Ward 34,Post Higher Diploma Masters; Doctoral Diploma,0.1055027
Person weighted,19100034: Ward 34,Bachelors Degree,0.2265841
Person weighted,19100034: Ward 34,Bachelors Degree and Post graduate Diploma,0.1222848
Person weighted,19100034: Ward 34,Honours degree,0.0644317
Person weighted,19100034: Ward 34,Higher Degree Masters / PhD,0.0410463
Person weighted,19100034: Ward 34,Other,0.0828373
Person weighted,19100034: Ward 34,No schooling,2.0314766
Person weighted,19100034: Ward 34,Unspecified,0
Person weighted,19100034: Ward 34,Not applicable,12.7354424
Person weighted,19100034: Ward 34,Total,100
Person weighted,19100035: Ward 35,Gade 0,3.3698943
Person weighted,19100035: Ward 35,Grade 1 / Sub A,3.0348415
Person weighted,19100035: Ward 35,Grade 2 / Sub B,2.5127582
Person weighted,19100035: Ward 35,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.4762661
Person weighted,19100035: Ward 35,Grade 4 / Std 2,2.9810305
Person weighted,19100035: Ward 35,Grade 5 / Std 3/ABET 2,3.13502
Person weighted,19100035: Ward 35,Grade 6 / Std 4,3.4369407
Person weighted,19100035: Ward 35,Grade 7 / Std 5/ ABET 3,4.6207118
Person weighted,19100035: Ward 35,Grade 8 / Std 6 / Form 1,6.6875734
Person weighted,19100035: Ward 35,Grade 9 / Std 7 / Form 2/ ABET 4,6.9283344
Person weighted,19100035: Ward 35,Grade 10 / Std 8 / Form 3,9.5615708
Person weighted,19100035: Ward 35,Grade 11 / Std 9 / Form 4,12.3457899
Person weighted,19100035: Ward 35,Grade 12 / Std 10 / Form 5,18.9974617
Person weighted,19100035: Ward 35,NTC I / N1/ NIC/ V Level 2,0.1862901
Person weighted,19100035: Ward 35,NTC II / N2/ NIC/ V Level 3,0.0835618
Person weighted,19100035: Ward 35,NTC III /N3/ NIC/ V Level 4,0.0593309
Person weighted,19100035: Ward 35,N4 / NTC 4,0.0351043
Person weighted,19100035: Ward 35,N5 /NTC 5,0.0825576
Person weighted,19100035: Ward 35,N6 / NTC 6,0.1362079
Person weighted,19100035: Ward 35,Certificate with less than Grade 12 / Std 10,0.0529907
Person weighted,19100035: Ward 35,Diploma with less than Grade 12 / Std 10,0.0995931
Person weighted,19100035: Ward 35,Certificate with Grade 12 / Std 10,0.4956568
Person weighted,19100035: Ward 35,Diploma with Grade 12 / Std 10,0.835105
Person weighted,19100035: Ward 35,Higher Diploma,0.4119902
Person weighted,19100035: Ward 35,Post Higher Diploma Masters; Doctoral Diploma,0.1373995
Person weighted,19100035: Ward 35,Bachelors Degree,0.3997256
Person weighted,19100035: Ward 35,Bachelors Degree and Post graduate Diploma,0.1545465
Person weighted,19100035: Ward 35,Honours degree,0.076318
Person weighted,19100035: Ward 35,Higher Degree Masters / PhD,0.0604548
Person weighted,19100035: Ward 35,Other,0.105532
Person weighted,19100035: Ward 35,No schooling,3.3165793
Person weighted,19100035: Ward 35,Unspecified,0
Person weighted,19100035: Ward 35,Not applicable,13.1828627
Person weighted,19100035: Ward 35,Total,100
Person weighted,19100036: Ward 36,Gade 0,3.4226005
Person weighted,19100036: Ward 36,Grade 1 / Sub A,2.8801578
Person weighted,19100036: Ward 36,Grade 2 / Sub B,2.5949451
Person weighted,19100036: Ward 36,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.5445237
Person weighted,19100036: Ward 36,Grade 4 / Std 2,3.1414192
Person weighted,19100036: Ward 36,Grade 5 / Std 3/ABET 2,3.1637305
Person weighted,19100036: Ward 36,Grade 6 / Std 4,3.9234783
Person weighted,19100036: Ward 36,Grade 7 / Std 5/ ABET 3,4.8594721
Person weighted,19100036: Ward 36,Grade 8 / Std 6 / Form 1,7.6472533
Person weighted,19100036: Ward 36,Grade 9 / Std 7 / Form 2/ ABET 4,7.263361
Person weighted,19100036: Ward 36,Grade 10 / Std 8 / Form 3,9.5949971
Person weighted,19100036: Ward 36,Grade 11 / Std 9 / Form 4,11.882889
Person weighted,19100036: Ward 36,Grade 12 / Std 10 / Form 5,15.2682397
Person weighted,19100036: Ward 36,NTC I / N1/ NIC/ V Level 2,0.2622666
Person weighted,19100036: Ward 36,NTC II / N2/ NIC/ V Level 3,0.0457916
Person weighted,19100036: Ward 36,NTC III /N3/ NIC/ V Level 4,0.0559471
Person weighted,19100036: Ward 36,N4 / NTC 4,0.0490166
Person weighted,19100036: Ward 36,N5 /NTC 5,0.0344417
Person weighted,19100036: Ward 36,N6 / NTC 6,0.0309194
Person weighted,19100036: Ward 36,Certificate with less than Grade 12 / Std 10,0.081949
Person weighted,19100036: Ward 36,Diploma with less than Grade 12 / Std 10,0.0891556
Person weighted,19100036: Ward 36,Certificate with Grade 12 / Std 10,1.1500814
Person weighted,19100036: Ward 36,Diploma with Grade 12 / Std 10,0.501389
Person weighted,19100036: Ward 36,Higher Diploma,0.5784269
Person weighted,19100036: Ward 36,Post Higher Diploma Masters; Doctoral Diploma,0.1136419
Person weighted,19100036: Ward 36,Bachelors Degree,0.1308252
Person weighted,19100036: Ward 36,Bachelors Degree and Post graduate Diploma,0.1703142
Person weighted,19100036: Ward 36,Honours degree,0.0712413
Person weighted,19100036: Ward 36,Higher Degree Masters / PhD,0.0550805
Person weighted,19100036: Ward 36,Other,0.166425
Person weighted,19100036: Ward 36,No schooling,5.6194113
Person weighted,19100036: Ward 36,Unspecified,0
Person weighted,19100036: Ward 36,Not applicable,12.6066084
Person weighted,19100036: Ward 36,Total,100
Person weighted,19100037: Ward 37,Gade 0,3.2401389
Person weighted,19100037: Ward 37,Grade 1 / Sub A,2.640927
Person weighted,19100037: Ward 37,Grade 2 / Sub B,2.7073545
Person weighted,19100037: Ward 37,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.7631083
Person weighted,19100037: Ward 37,Grade 4 / Std 2,3.4831578
Person weighted,19100037: Ward 37,Grade 5 / Std 3/ABET 2,3.3586229
Person weighted,19100037: Ward 37,Grade 6 / Std 4,4.1960994
Person weighted,19100037: Ward 37,Grade 7 / Std 5/ ABET 3,5.3800835
Person weighted,19100037: Ward 37,Grade 8 / Std 6 / Form 1,8.8579595
Person weighted,19100037: Ward 37,Grade 9 / Std 7 / Form 2/ ABET 4,7.3062536
Person weighted,19100037: Ward 37,Grade 10 / Std 8 / Form 3,9.5132294
Person weighted,19100037: Ward 37,Grade 11 / Std 9 / Form 4,12.7311998
Person weighted,19100037: Ward 37,Grade 12 / Std 10 / Form 5,17.6885349
Person weighted,19100037: Ward 37,NTC I / N1/ NIC/ V Level 2,0.1715755
Person weighted,19100037: Ward 37,NTC II / N2/ NIC/ V Level 3,0.1121864
Person weighted,19100037: Ward 37,NTC III /N3/ NIC/ V Level 4,0.0847436
Person weighted,19100037: Ward 37,N4 / NTC 4,0.0528816
Person weighted,19100037: Ward 37,N5 /NTC 5,0.0483244
Person weighted,19100037: Ward 37,N6 / NTC 6,0.0739896
Person weighted,19100037: Ward 37,Certificate with less than Grade 12 / Std 10,0.0639841
Person weighted,19100037: Ward 37,Diploma with less than Grade 12 / Std 10,0.0793703
Person weighted,19100037: Ward 37,Certificate with Grade 12 / Std 10,0.5079859
Person weighted,19100037: Ward 37,Diploma with Grade 12 / Std 10,0.4091229
Person weighted,19100037: Ward 37,Higher Diploma,0.466699
Person weighted,19100037: Ward 37,Post Higher Diploma Masters; Doctoral Diploma,0.0800086
Person weighted,19100037: Ward 37,Bachelors Degree,0.1228939
Person weighted,19100037: Ward 37,Bachelors Degree and Post graduate Diploma,0.0734193
Person weighted,19100037: Ward 37,Honours degree,0.0674831
Person weighted,19100037: Ward 37,Higher Degree Masters / PhD,0.0309298
Person weighted,19100037: Ward 37,Other,0.0577709
Person weighted,19100037: Ward 37,No schooling,2.1141609
Person weighted,19100037: Ward 37,Unspecified,0
Person weighted,19100037: Ward 37,Not applicable,11.5158006
Person weighted,19100037: Ward 37,Total,100
Person weighted,19100038: Ward 38,Gade 0,3.5517812
Person weighted,19100038: Ward 38,Grade 1 / Sub A,2.3381203
Person weighted,19100038: Ward 38,Grade 2 / Sub B,2.4980239
Person weighted,19100038: Ward 38,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.2383517
Person weighted,19100038: Ward 38,Grade 4 / Std 2,2.9910724
Person weighted,19100038: Ward 38,Grade 5 / Std 3/ABET 2,2.9283556
Person weighted,19100038: Ward 38,Grade 6 / Std 4,2.7829107
Person weighted,19100038: Ward 38,Grade 7 / Std 5/ ABET 3,4.1211419
Person weighted,19100038: Ward 38,Grade 8 / Std 6 / Form 1,8.2364826
Person weighted,19100038: Ward 38,Grade 9 / Std 7 / Form 2/ ABET 4,5.9221648
Person weighted,19100038: Ward 38,Grade 10 / Std 8 / Form 3,9.2026226
Person weighted,19100038: Ward 38,Grade 11 / Std 9 / Form 4,11.8959409
Person weighted,19100038: Ward 38,Grade 12 / Std 10 / Form 5,19.9401596
Person weighted,19100038: Ward 38,NTC I / N1/ NIC/ V Level 2,0.1043527
Person weighted,19100038: Ward 38,NTC II / N2/ NIC/ V Level 3,0.0863538
Person weighted,19100038: Ward 38,NTC III /N3/ NIC/ V Level 4,0.0396216
Person weighted,19100038: Ward 38,N4 / NTC 4,0.0567155
Person weighted,19100038: Ward 38,N5 /NTC 5,0.0288276
Person weighted,19100038: Ward 38,N6 / NTC 6,0.0685465
Person weighted,19100038: Ward 38,Certificate with less than Grade 12 / Std 10,0.9362999
Person weighted,19100038: Ward 38,Diploma with less than Grade 12 / Std 10,0.1494121
Person weighted,19100038: Ward 38,Certificate with Grade 12 / Std 10,2.0449397
Person weighted,19100038: Ward 38,Diploma with Grade 12 / Std 10,1.2407523
Person weighted,19100038: Ward 38,Higher Diploma,0.8677406
Person weighted,19100038: Ward 38,Post Higher Diploma Masters; Doctoral Diploma,0.1572493
Person weighted,19100038: Ward 38,Bachelors Degree,0.7226748
Person weighted,19100038: Ward 38,Bachelors Degree and Post graduate Diploma,0.1181975
Person weighted,19100038: Ward 38,Honours degree,0.1278632
Person weighted,19100038: Ward 38,Higher Degree Masters / PhD,0.061852
Person weighted,19100038: Ward 38,Other,0.1035441
Person weighted,19100038: Ward 38,No schooling,3.3063175
Person weighted,19100038: Ward 38,Unspecified,0
Person weighted,19100038: Ward 38,Not applicable,11.1316108
Person weighted,19100038: Ward 38,Total,100
Person weighted,19100039: Ward 39,Gade 0,2.8137805
Person weighted,19100039: Ward 39,Grade 1 / Sub A,2.5970977
Person weighted,19100039: Ward 39,Grade 2 / Sub B,2.3961691
Person weighted,19100039: Ward 39,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.2117693
Person weighted,19100039: Ward 39,Grade 4 / Std 2,2.9300736
Person weighted,19100039: Ward 39,Grade 5 / Std 3/ABET 2,3.0100015
Person weighted,19100039: Ward 39,Grade 6 / Std 4,3.8339567
Person weighted,19100039: Ward 39,Grade 7 / Std 5/ ABET 3,5.1375559
Person weighted,19100039: Ward 39,Grade 8 / Std 6 / Form 1,8.1763327
Person weighted,19100039: Ward 39,Grade 9 / Std 7 / Form 2/ ABET 4,7.8983428
Person weighted,19100039: Ward 39,Grade 10 / Std 8 / Form 3,9.5911244
Person weighted,19100039: Ward 39,Grade 11 / Std 9 / Form 4,13.2494219
Person weighted,19100039: Ward 39,Grade 12 / Std 10 / Form 5,15.3040599
Person weighted,19100039: Ward 39,NTC I / N1/ NIC/ V Level 2,0.1254973
